1252974,1,0.0,0.212,99.086,38.85,-28.130680,149.700531
1253475,1,11.67,2.002,98.949,38.86,-28.130680,149.700546
1253976,1,51.64,2.153,98.481,38.84,-28.130680,149.700546
1254477,1,127.72,2.191,97.595,38.83,-28.130632,149.700592
1254979,1,238.55,2.193,96.316,38.79,-28.130632,149.700592
1255480,1,366.35,2.221,94.858,38.73,-28.130632,149.700592
1255981,1,526.25,0.993,93.059,38.69,-28.130632,149.700592
1256483,1,689.31,2.027,91.253,38.69,-28.130632,149.700592
1256985,1,833.2,2.004,89.683,38.69,-28.130632,149.700592
1257486,1,958.75,1.996,88.331,38.69,-28.130955,149.700699
1257987,1,1078.68,1.967,87.055,38.66,-28.130955,149.700699
1258488,1,1182.84,1.712,85.959,38.63,-28.130955,149.700699
1258990,1,1291.36,1.520,84.829,38.61,-28.130955,149.700699
1259491,1,1393.34,1.374,83.778,38.61,-28.130955,149.700699
1259993,1,1492.04,1.227,82.771,38.60,-28.130955,149.700699
1260494,1,1586.44,1.087,81.817,38.60,-28.129765,149.700577
1260995,1,1669.8,0.996,80.982,38.59,-28.129765,149.700577
1261496,1,1755.57,0.929,80.130,38.59,-28.129765,149.700577
1261998,1,1836.99,0.849,79.328,38.59,-28.129765,149.700577
1262500,1,1915.08,0.773,78.565,38.59,-28.129765,149.700577
1263001,1,1988.7,0.685,77.851,38.59,-28.129765,149.700577
1263502,1,2054.12,0.634,77.221,38.59,-28.129765,149.700577
1264004,1,2121.23,0.579,76.579,38.58,-28.129765,149.700577
1264505,1,2184.58,0.513,75.977,38.58,-28.129765,149.700577
1265006,1,2244.51,0.486,75.411,38.57,-28.129765,149.700577
1265508,1,2301.17,0.433,74.879,38.57,-28.129765,149.700577
1266009,1,2354.61,0.381,74.380,38.57,-28.129765,149.700577
1266511,1,2401.66,0.357,73.943,38.57,-28.129765,149.700577
1267013,1,2449.79,0.316,73.498,38.55,-28.129765,149.700577
1267515,1,2494.35,0.283,73.088,38.54,-28.129765,149.700577
1268016,1,2536.6,0.259,72.701,38.56,-28.129765,149.700577
1268517,1,2575.4,0.225,72.347,38.55,-28.129765,149.700577
1269019,1,2609.62,0.204,72.036,38.55,-28.129765,149.700577
1269521,1,2643.51,0.184,71.729,38.55,-28.129765,149.700577
1270024,1,2675.08,0.162,71.444,38.54,-28.129765,149.700577
1270526,1,2703.53,0.154,71.188,38.53,-28.129765,149.700577
1271027,1,2729.38,0.143,70.956,38.54,-28.129765,149.700577
1271529,1,2753.28,0.122,70.742,38.55,-28.129765,149.700577
1272031,1,2772.43,0.114,70.571,38.55,-28.129765,149.700577
1272532,1,2791.05,0.106,70.405,38.55,-28.129765,149.700577
1273033,1,2807.57,0.107,70.258,38.55,-28.129765,149.700577
1273534,1,2821.07,0.105,70.138,38.57,-28.129765,149.700577
1274036,1,2831.89,0.106,70.042,38.56,-28.129765,149.700577
1274538,1,2841.48,0.111,69.957,38.56,-28.129765,149.700577
1275040,1,2847.24,0.111,69.906,38.57,-28.129765,149.700577
1275542,1,2851.3,0.110,69.870,38.57,-28.129765,149.700577
1276043,1,2853.9,0.103,69.847,38.57,-28.129765,149.700577
0,1,2853.9,0.103,69.847,38.57,-28.129765,149.700577
0,1,2844.417931034483,0.14144827586206896,69.93210344827585,38.56758620689655,-28.129876068965515,149.70053068965518
0,1,2834.9358620689654,0.17989655172413793,70.01720689655171,38.56517241379311,-28.129987137931032,149.70048437931035
0,1,2825.4537931034483,0.21834482758620688,70.10231034482759,38.56275862068966,-28.13009820689655,149.70043806896552
0,1,2815.9717241379312,0.25679310344827583,70.18741379310345,38.560344827586206,-28.130209275862068,149.7003917586207
0,1,2806.4896551724137,0.2952413793103448,70.2725172413793,38.557931034482756,-28.130320344827584,149.70034544827587
0,1,2797.0075862068966,0.3336896551724138,70.35762068965516,38.55551724137931,-28.1304314137931,149.70029913793104
0,1,2787.5255172413795,0.3721379310344827,70.44272413793102,38.55310344827586,-28.13054248275862,149.7002528275862
0,1,2778.0434482758624,0.4105862068965517,70.5278275862069,38.55068965517241,-28.130653551724137,149.70020651724138
0,1,2768.561379310345,0.4490344827586206,70.61293103448276,38.54827586206896,-28.130764620689654,149.70016020689656
0,1,2759.0793103448277,0.48748275862068957,70.69803448275862,38.54586206896552,-28.13087568965517,149.70011389655173
0,1,2749.5972413793106,0.5259310344827586,70.78313793103447,38.54344827586207,-28.13098675862069,149.7000675862069
0,1,2740.115172413793,0.5643793103448276,70.86824137931033,38.54103448275862,-28.131097827586206,149.70002127586207
0,1,2730.633103448276,0.6028275862068965,70.9533448275862,38.538620689655176,-28.131208896551723,149.69997496551724
0,1,2721.151034482759,0.6412758620689655,71.03844827586207,38.536206896551725,-28.13131996551724,149.6999286551724
0,1,2711.6689655172413,0.6797241379310344,71.12355172413793,38.533793103448275,-28.13143103448276,149.69988234482759
0,1,2702.186896551724,0.7181724137931034,71.20865517241378,38.531379310344825,-28.131542103448275,149.69983603448276
0,1,2692.704827586207,0.7566206896551724,71.29375862068966,38.52896551724138,-28.13165317241379,149.69978972413793
0,1,2683.2227586206895,0.7950689655172413,71.37886206896552,38.52655172413793,-28.131764241379308,149.6997434137931
0,1,2673.7406896551724,0.8335172413793103,71.46396551724138,38.52413793103448,-28.131875310344828,149.69969710344827
0,1,2664.2586206896553,0.8719655172413792,71.54906896551724,38.52172413793104,-28.131986379310344,149.69965079310344
0,1,2654.776551724138,0.9104137931034482,71.6341724137931,38.51931034482759,-28.13209744827586,149.69960448275862
