Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
97.10,582.6355,928.10,-21.30697,33, -,9.295994
97.15,582.6355,928.10,-20.45063,33, -,9.295994
97.20,581.7418,928.20,-20.45063,33, -,9.295994
97.25,581.7418,928.20,-18.75246,33, -,9.295994
97.30,580.8488,928.30,-20.46514,33, -,9.295994
97.35,579.9553,928.40,-20.46514,33, -,9.295994
97.40,577.2763,928.70,-21.32148,33, -,9.295994
97.45,575.4905,928.90,-22.16331,33, -,9.295994
97.50,573.7056,929.10,-23.00514,32.9, -,9.276546
97.55,571.9205,929.30,-23.00514,32.9, -,9.276546
97.60,570.1357,929.50,-23.00514,32.9, -,9.276546
97.65,569.2437,929.60,-23.00514,32.9, -,9.276546
97.70,568.3511,929.70,-23.00514,32.9, -,9.276546
97.75,566.567,929.90,-23.84697,32.9, -,9.276546
97.80,565.6752,930.00,-22.1488,32.9, -,9.276546
97.85,565.6752,930.00,-21.29246,32.9, -,9.276546
97.90,563.8915,930.20,-21.29246,32.9, -,9.276546
97.95,563,930.30,-21.27794,32.9, -,9.276546
98.00,563,930.30,-19.57977,32.9, -,9.276546
98.05,562.1081,930.40,-19.57977,32.9, -,9.276546
98.10,561.2167,930.50,-20.4216,32.9, -,9.276546
98.15,560.3255,930.60,-21.26343,32.9, -,9.276546
98.20,559.4338,930.70,-22.11977,32.9, -,9.276546
98.25,558.5427,930.80,-22.10526,32.9, -,9.276546
98.30,557.6511,930.90,-22.9616,32.9, -,9.276546
98.35,556.7601,931.00,-22.94708,32.9, -,9.276546
98.40,555.8693,931.10,-22.93257,32.9, -,9.276546
98.45,554.978,931.20,-21.21988,32.9, -,9.276546
98.50,554.978,931.20,-19.52172,32.9, -,9.276546
98.55,554.0873,931.30,-18.66537,32.9, -,9.295994
98.60,554.0873,931.30,-16.9672,32.9, -,9.295994
98.65,552.3055,931.50,-16.9672,32.9, -,9.295994
98.70,550.5241,931.70,-17.80903,32.9, -,9.295994
98.75,549.6338,931.80,-17.79451,32.9, -,9.295994
98.80,549.6338,931.80,-16.09634,32.9, -,9.295994
98.85,549.6338,931.80,-15.24,32.9, -,9.295994
98.90,552.3055,931.50,-12.7,32.9, -,9.295994
98.95,551.415,931.60,-11.84366,32.9, -,9.295994
99.00,546.9628,932.10,-15.24,32.9, -,9.295994
99.05,543.4021,932.50,-18.63634,32.9, -,9.295994
99.10,541.6222,932.70,-19.47817,32.9, -,9.295994
99.15,542.5124,932.60,-17.79451,32.9, -,9.295994
99.20,542.5124,932.60,-16.95269,32.9, -,9.295994
99.25,541.6222,932.70,-16.93817,32.9, -,9.295994
99.30,539.8427,932.90,-17.79451,32.9, -,9.295994
99.35,538.064,933.10,-18.63634,32.9, -,9.295994
99.40,536.285,933.30,-19.49269,32.9, -,9.295994
99.45,535.3954,933.40,-19.49269,32.9, -,9.295994
99.50,535.3954,933.40,-18.65086,32.9, -,9.295994
99.55,534.5063,933.50,-19.49269,32.9, -,9.295994
99.60,532.7281,933.70,-20.34903,32.9, -,9.295994
99.65,531.8393,933.80,-21.19086,32.9, -,9.295994
99.70,530.9501,933.90,-20.33451,32.9, -,9.295994
99.75,532.7281,933.70,-16.93817,32.9, -,9.295994
99.80,535.3954,933.40,-13.55634,32.9, -,9.295994
99.85,535.3954,933.40,-13.55634,32.9, -,9.295994
99.90,532.7281,933.70,-16.09634,32.9, -,9.295994
99.95,530.9501,933.90,-20.33451,32.9, -,9.295994
100.00,529.1729,934.10,-21.19086,32.9, -,9.295994
100.05,527.3954,934.30,-18.65086,32.9, -,9.295994
100.10,526.5066,934.40,-16.09634,32.9, -,9.295994
100.15,526.5066,934.40,-14.39817,32.9, -,9.295994
100.20,526.5066,934.40,-15.24,32.9, -,9.295994
100.25,523.8416,934.70,-17.78,32.9, -,9.295994
100.30,520.2895,935.10,-20.32,32.9, -,9.295994
100.35,518.5136,935.30,-20.32,32.9, -,9.295994
100.40,516.7381,935.50,-20.32,32.9, -,9.295994
100.45,516.7381,935.50,-18.62183,32.9, -,9.295994
100.50,516.7381,935.50,-17.78,32.9, -,9.295994
100.55,515.8507,935.60,-18.62183,32.8, -,9.295994
100.60,514.9628,935.70,-18.62183,32.8, -,9.295994
100.65,513.1879,935.90,-18.60731,32.8, -,9.295994
100.70,512.3008,936.00,-18.60731,32.8, -,9.295994
100.75,511.4138,936.10,-18.60731,32.8, -,9.295994
100.80,510.5263,936.20,-21.14731,32.8, -,9.295994
100.85,510.5263,936.20,-23.68731,32.8, -,9.295994
100.90,508.7521,936.40,-25.37097,32.8, -,9.295994
100.95,507.8654,936.50,-23.6728,32.8, -,9.295994
101.00,506.9788,936.60,-22.81646,32.8, -,9.295994
101.05,506.0917,936.70,-21.96012,32.8, -,9.295994
101.10,506.0917,936.70,-20.26194,32.8, -,9.295994
101.15,505.2053,936.80,-20.26194,32.8, -,9.295994
101.20,505.2053,936.80,-20.26194,32.8, -,9.295994
101.25,505.2053,936.80,-20.26194,32.8, -,9.295994
101.30,505.2053,936.80,-17.72194,32.8, -,9.295994
101.35,505.2053,936.80,-14.34011,32.8, -,9.295994
101.40,505.2053,936.80,-12.64194,32.8, -,9.295994
101.45,505.2053,936.80,-10.94377,32.8, -,9.295994
101.50,502.5457,937.10,-13.48377,32.8, -,9.295994
101.55,500.773,937.30,-15.16743,32.8, -,9.295994
101.60,498.1146,937.60,-16.85109,32.8, -,9.295994
101.65,496.3426,937.80,-17.69291,32.8, -,9.295994
101.70,494.5709,938.00,-17.69291,32.8, -,9.295994
101.75,492.7995,938.20,-18.53474,32.8, -,9.295994
101.80,491.9142,938.30,-18.53474,32.8, -,9.295994
101.85,491.0284,938.40,-18.53474,32.8, -,9.295994
101.90,489.2581,938.60,-20.2184,32.8, -,9.295994
101.95,488.3725,938.70,-19.37657,32.8, -,9.295994
102.00,487.4876,938.80,-19.37657,32.8, -,9.295994
102.05,486.6022,938.90,-19.37657,32.8, -,9.295994
102.10,485.7174,939.00,-19.37657,32.8, -,9.295994
102.15,484.8327,939.10,-20.2184,32.8, -,9.295994
102.20,484.8327,939.10,-19.37657,32.8, -,9.295994
102.25,484.8327,939.10,-19.37657,32.8, -,9.295994
102.30,484.8327,939.10,-19.37657,32.8, -,9.295994
102.35,484.8327,939.10,-19.37657,32.8, -,9.295994
102.40,483.9475,939.20,-20.2184,32.8, -,9.295994
102.45,482.1779,939.40,-21.90206,32.8, -,9.295994
102.50,479.5244,939.70,-24.42754,32.8, -,9.295994
102.55,478.6402,939.80,-22.72937,32.8, -,9.276546
102.60,477.7556,939.90,-21.88754,32.8, -,9.276546
102.65,475.9876,940.10,-21.04572,32.8, -,9.276546
102.70,475.1032,940.20,-20.20388,32.8, -,9.276546
102.75,474.2194,940.30,-19.36206,32.8, -,9.276546
102.80,472.4515,940.50,-19.36206,32.8, -,9.276546
102.85,471.5679,940.60,-19.36206,32.8, -,9.276546
102.90,471.5679,940.60,-18.52023,32.8, -,9.276546
102.95,470.6839,940.70,-17.6784,32.8, -,9.276546
103.00,469.8005,940.80,-17.6784,32.8, -,9.276546
103.05,469.8005,940.80,-16.83657,32.8, -,9.276546
103.10,469.8005,940.80,-15.99474,32.8, -,9.276546
103.15,469.8005,940.80,-15.15291,32.8, -,9.276546
103.20,468.9166,940.90,-15.15291,32.8, -,9.276546
103.25,467.1501,941.10,-16.83657,32.8, -,9.276546
103.30,468.0333,941.00,-15.99474,32.8, -,9.276546
103.35,467.1501,941.10,-16.83657,32.8, -,9.276546
103.40,465.3835,941.30,-18.52023,32.8, -,9.276546
103.45,463.617,941.50,-19.36206,32.8, -,9.276546
103.50,462.7342,941.60,-18.52023,32.8, -,9.276546
103.55,462.7342,941.60,-15.99474,32.8, -,9.276546
103.60,460.9683,941.80,-16.83657,32.8, -,9.276546
103.65,459.2027,942.00,-17.6784,32.8, -,9.276546
103.70,457.4374,942.20,-17.6784,32.8, -,9.276546
103.75,456.5551,942.30,-17.6784,32.8, -,9.276546
103.80,455.6723,942.40,-17.6784,32.8, -,9.276546
103.85,455.6723,942.40,-15.99474,32.8, -,9.276546
103.90,454.7902,942.50,-15.99474,32.8, -,9.276546
103.95,453.0257,942.70,-17.6784,32.8, -,9.276546
104.00,451.2614,942.90,-18.52023,32.8, -,9.276546
104.05,450.3796,943.00,-18.52023,32.8, -,9.276546
104.10,449.498,943.10,-19.36206,32.8, -,9.276546
104.15,448.6158,943.20,-20.20388,32.8, -,9.276546
104.20,447.7343,943.30,-21.04572,32.8, -,9.276546
104.25,445.971,943.50,-21.88754,32.8, -,9.276546
104.30,445.0897,943.60,-21.04572,32.8, -,9.276546
104.35,444.2079,943.70,-22.72937,32.8, -,9.276546
104.40,443.3268,943.80,-22.72937,32.8, -,9.276546
104.45,442.4452,943.90,-21.88754,32.8, -,9.276546
104.50,440.6833,944.10,-21.88754,32.8, -,9.276546
104.55,438.9211,944.30,-22.72937,32.8, -,9.295994
104.60,437.1593,944.50,-24.41303,32.8, -,9.295994
104.65,436.2787,944.60,-23.5712,32.8, -,9.295994
104.70,436.2787,944.60,-21.88754,32.8, -,9.295994
104.75,436.2787,944.60,-20.20388,32.8, -,9.295994
104.80,435.3977,944.70,-20.20388,32.8, -,9.295994
104.85,436.2787,944.60,-18.52023,32.8, -,9.295994
104.90,436.2787,944.60,-18.52023,32.8, -,9.295994
104.95,434.5174,944.80,-19.36206,32.8, -,9.295994
105.00,433.6365,944.90,-18.52023,32.8, -,9.295994
105.05,432.7563,945.00,-17.6784,32.8, -,9.295994
105.10,430.9955,945.20,-18.52023,32.8, -,9.295994
105.15,430.1154,945.30,-18.52023,32.8, -,9.295994
105.20,429.235,945.40,-18.52023,32.8, -,9.295994
105.25,428.3551,945.50,-18.52023,32.8, -,9.295994
105.30,428.3551,945.50,-16.83657,32.8, -,9.295994
105.35,428.3551,945.50,-15.99474,32.8, -,9.295994
105.40,428.3551,945.50,-15.15291,32.8, -,9.295994
105.45,427.4754,945.60,-15.15291,32.8, -,9.295994
105.50,425.7155,945.80,-15.98023,32.8, -,9.295994
105.55,424.8354,945.90,-15.1384,32.8, -,9.295994
105.60,422.1966,946.20,-15.96571,32.8, -,9.295994
105.65,420.4377,946.40,-15.9512,32.8, -,9.295994
105.70,418.6795,946.60,-16.77851,32.8, -,9.295994
105.75,416.9211,946.80,-18.44766,32.8, -,9.295994
105.80,415.163,947.00,-20.1168,32.8, -,9.295994
105.85,414.2844,947.10,-20.1168,32.8, -,9.295994
105.90,413.4053,947.20,-21.80046,32.8, -,9.295994
105.95,412.5268,947.30,-22.64228,32.8, -,9.295994
106.00,410.7694,947.50,-22.62777,32.8, -,9.295994
106.05,409.8912,947.60,-22.62777,32.8, -,9.295994
106.10,409.8912,947.60,-21.78594,32.8, -,9.295994
106.15,409.8912,947.60,-20.10228,32.8, -,9.295994
106.20,409.0124,947.70,-20.10228,32.8, -,9.295994
106.25,409.0124,947.70,-19.26046,32.8, -,9.295994
106.30,409.0124,947.70,-18.41863,32.8, -,9.295994
106.35,408.1343,947.80,-19.26046,32.8, -,9.295994
106.40,406.3777,948.00,-20.9296,32.8, -,9.295994
106.45,404.6215,948.20,-22.59874,32.8, -,9.295994
106.50,402.8655,948.40,-23.42606,32.8, -,9.295994
106.55,401.1104,948.60,-23.42606,32.7, -,9.295994
106.60,400.2323,948.70,-23.42606,32.7, -,9.295994
106.65,399.3549,948.80,-21.75691,32.7, -,9.295994
106.70,398.4771,948.90,-20.9296,32.7, -,9.295994
106.75,397.5999,949.00,-20.10228,32.7, -,9.295994
106.80,398.4771,948.90,-17.59131,32.7, -,9.295994
106.85,398.4771,948.90,-15.92217,32.7, -,9.295994
106.90,399.3549,948.80,-14.23851,32.7, -,9.295994
106.95,398.4771,948.90,-14.23851,32.7, -,9.295994
107.00,396.7227,949.10,-15.06583,32.7, -,9.295994
107.05,394.9681,949.30,-15.06583,32.7, -,9.295994
107.10,391.4598,949.70,-17.56229,32.7, -,9.295994
107.15,390.5831,949.80,-18.40411,32.7, -,9.295994
107.20,388.8296,950.00,-20.07326,32.7, -,9.295994
107.25,387.0763,950.20,-20.90057,32.7, -,9.295994
107.30,385.3233,950.40,-22.56972,32.7, -,9.295994
107.35,384.4472,950.50,-23.39703,32.7, -,9.295994
107.40,383.5711,950.60,-23.38251,32.7, -,9.295994
107.45,382.6947,950.70,-22.5552,32.7, -,9.295994
107.50,381.8188,950.80,-21.71337,32.7, -,9.276546
107.55,380.9424,950.90,-20.88606,32.7, -,9.276546
107.60,380.0667,951.00,-20.04423,32.7, -,9.276546
107.65,380.0667,951.00,-19.2024,32.7, -,9.276546
107.70,379.191,951.10,-19.18789,32.7, -,9.276546
107.75,378.3149,951.20,-19.17337,32.7, -,9.276546
107.80,377.4394,951.30,-19.15886,32.7, -,9.276546
107.85,377.4394,951.30,-20.00068,32.7, -,9.276546
107.90,376.5634,951.40,-20.828,32.7, -,9.276546
107.95,376.5634,951.40,-21.66983,32.7, -,9.276546
108.00,374.8127,951.60,-22.49714,32.7, -,9.276546
108.05,373.937,951.70,-21.65532,32.7, -,9.276546
108.10,372.1863,951.90,-21.65532,32.7, -,9.276546
108.15,369.561,952.20,-20.81348,32.7, -,9.276546
108.20,367.811,952.40,-21.6408,32.7, -,9.276546
108.25,365.1868,952.70,-22.46811,32.7, -,9.276546
108.30,363.4376,952.90,-22.46811,32.7, -,9.276546
108.35,362.5633,953.00,-21.62628,32.7, -,9.276546
108.40,361.6892,953.10,-21.62628,32.7, -,9.276546
108.45,360.8145,953.20,-21.62628,32.7, -,9.276546
108.50,359.9405,953.30,-21.61177,32.7, -,9.276546
108.55,358.1921,953.50,-22.4536,32.7, -,9.295994
108.60,357.3183,953.60,-22.43909,32.7, -,9.295994
108.65,357.3183,953.60,-21.61177,32.7, -,9.295994
108.70,357.3183,953.60,-21.61177,32.7, -,9.295994
108.75,355.5704,953.80,-22.4536,32.7, -,9.295994
108.80,354.6963,953.90,-22.4536,32.7, -,9.295994
108.85,354.6963,953.90,-21.62628,32.7, -,9.295994
108.90,353.8228,954.00,-22.4536,32.7, -,9.295994
108.95,351.2022,954.30,-24.12274,32.7, -,9.295994
109.00,352.9493,954.10,-22.4536,32.7, -,9.295994
109.05,352.0755,954.20,-21.61177,32.7, -,9.295994
109.10,350.3285,954.40,-22.4536,32.7, -,9.295994
109.15,349.4553,954.50,-21.61177,32.7, -,9.295994
109.20,347.7087,954.70,-20.78446,32.7, -,9.295994
109.25,345.9624,954.90,-20.78446,32.7, -,9.295994
109.30,344.217,955.10,-19.95714,32.7, -,9.295994
109.35,343.3438,955.20,-19.11531,32.7, -,9.295994
109.40,341.5983,955.40,-19.95714,32.7, -,9.295994
109.45,340.7259,955.50,-19.95714,32.7, -,9.295994
109.50,339.8535,955.60,-19.95714,32.7, -,9.295994
109.55,338.9808,955.70,-19.95714,32.7, -,9.295994
109.60,338.9808,955.70,-18.288,32.7, -,9.295994
109.65,338.9808,955.70,-17.46069,32.7, -,9.295994
109.70,338.1086,955.80,-18.288,32.7, -,9.295994
109.75,336.364,956.00,-19.94263,32.7, -,9.295994
109.80,335.492,956.10,-19.1008,32.7, -,9.295994
109.85,333.7478,956.30,-19.92811,32.7, -,9.295994
109.90,332.0039,956.50,-21.58274,32.7, -,9.295994
109.95,331.1323,956.60,-21.58274,32.7, -,9.295994
110.00,329.3888,956.80,-20.74092,32.7, -,9.295994
110.05,328.5169,956.90,-23.23737,32.7, -,9.295994
110.10,327.6456,957.00,-23.23737,32.7, -,9.295994
110.15,326.7744,957.10,-22.39554,32.7, -,9.295994
110.20,326.7744,957.10,-21.56823,32.7, -,9.295994
110.25,328.5169,956.90,-18.24446,32.7, -,9.295994
110.30,331.1323,956.60,-14.07886,32.7, -,9.295994
110.35,330.2603,956.70,-13.23703,32.7, -,9.295994
110.40,328.5169,956.90,-14.06434,32.7, -,9.295994
110.45,325.9027,957.20,-14.89166,32.7, -,9.295994
110.50,323.2892,957.50,-16.54629,32.7, -,9.295994
110.55,320.6764,957.80,-18.20091,32.7, -,9.295994
110.60,318.9347,958.00,-19.02823,32.7, -,9.295994
110.65,317.1932,958.20,-20.68286,32.7, -,9.295994
110.70,316.3229,958.30,-21.51017,32.7, -,9.295994
110.75,315.4521,958.40,-21.51017,32.7, -,9.295994
110.80,315.4521,958.40,-19.85554,32.7, -,9.295994
110.85,315.4521,958.40,-19.02823,32.7, -,9.295994
110.90,314.5819,958.50,-18.20091,32.7, -,9.295994
110.95,314.5819,958.50,-16.54629,32.7, -,9.295994
111.00,314.5819,958.50,-15.71897,32.7, -,9.295994
111.05,314.5819,958.50,-14.06434,32.7, -,9.295994
111.10,314.5819,958.50,-13.23703,32.7, -,9.295994
111.15,313.7118,958.60,-13.23703,32.7, -,9.295994
111.20,311.9713,958.80,-14.06434,32.7, -,9.295994
111.25,310.231,959.00,-15.71897,32.7, -,9.295994
111.30,307.6215,959.30,-19.85554,32.7, -,9.295994
111.35,306.7515,959.40,-23.17932,32.7, -,9.295994
111.40,304.1428,959.70,-24.83394,32.7, -,9.295994
111.45,303.2736,959.80,-24.00663,32.7, -,9.295994
111.50,302.4039,959.90,-22.33748,32.7, -,9.295994
111.55,301.5348,960.00,-20.68286,32.7, Main,9.295994
111.60,299.7963,960.20,-19.85554,32.7, -,9.295994
111.65,298.9275,960.30,-19.02823,32.7, -,9.295994
111.70,299.7963,960.20,-16.54629,32.7, -,9.295994
111.75,301.5348,960.00,-14.06434,32.7, -,9.295994
111.80,300.6658,960.10,-14.06434,32.7, -,9.295994
111.85,298.0581,960.40,-16.54629,32.7, -,9.295994
111.90,297.1895,960.50,-17.3736,32.7, -,9.295994
111.95,296.3208,960.60,-17.3736,32.7, -,9.295994
112.00,293.7143,960.90,-19.85554,32.7, -,9.295994
112.05,291.9776,961.10,-21.51017,32.7, -,9.295994
112.10,291.1089,961.20,-22.33748,32.7, -,9.295994
112.15,289.3722,961.40,-23.99211,32.7, -,9.295994
112.20,288.5042,961.50,-23.99211,32.7, -,9.295994
112.25,287.6363,961.60,-23.1648,32.7, -,9.295994
112.30,285.9001,961.80,-23.1648,32.7, -,9.295994
112.35,285.0319,961.90,-21.51017,32.7, -,9.295994
112.40,284.1643,962.00,-21.51017,32.7, -,9.295994
112.45,283.2968,962.10,-19.85554,32.7, -,9.295994
112.50,282.4287,962.20,-19.85554,32.7, -,9.295994
112.55,281.5613,962.30,-19.85554,32.6, -,9.295994
112.60,280.6935,962.40,-19.85554,32.6, -,9.295994
112.65,279.8262,962.50,-19.02823,32.6, -,9.295994
112.70,278.959,962.60,-19.02823,32.6, -,9.295994
112.75,278.0914,962.70,-20.68286,32.6, -,9.295994
112.80,277.2244,962.80,-23.1648,32.6, -,9.295994
112.85,275.49,963.00,-23.99211,32.6, -,9.295994
112.90,274.6232,963.10,-22.33748,32.6, -,9.295994
112.95,273.7559,963.20,-22.33748,32.6, -,9.295994
113.00,272.8892,963.30,-22.33748,32.6, -,9.295994
113.05,272.0221,963.40,-20.68286,32.6, -,9.295994
113.10,271.1556,963.50,-19.85554,32.6, Aux,9.295994
113.15,270.2891,963.60,-19.85554,32.6, -,9.295994
113.20,269.4222,963.70,-19.02823,32.6, -,9.295994
113.25,269.4222,963.70,-18.20091,32.6, -,9.295994
113.30,267.6891,963.90,-19.02823,32.6, -,9.295994
113.35,266.823,964.00,-18.20091,32.6, -,9.295994
113.40,265.9569,964.10,-18.20091,32.6, -,9.295994
113.45,265.0904,964.20,-18.20091,32.6, -,9.295994
113.50,264.2244,964.30,-18.20091,32.6, -,9.295994
113.55,263.358,964.40,-18.20091,32.6, -,9.295994
113.60,262.4922,964.50,-18.20091,32.6, -,9.295994
113.65,261.6265,964.60,-18.20091,32.6, -,9.295994
113.70,260.7603,964.70,-18.20091,32.6, -,9.295994
113.75,259.8947,964.80,-18.20091,32.6, -,9.295994
113.80,259.0287,964.90,-18.20091,32.6, -,9.295994
113.85,258.1632,965.00,-18.20091,32.6, -,9.295994
113.90,257.2979,965.10,-17.3736,32.6, -,9.295994
113.95,256.4321,965.20,-17.3736,32.6, -,9.295994
114.00,255.5668,965.30,-17.3736,32.6, -,9.295994
114.05,253.8361,965.50,-18.20091,32.6, -,9.295994
114.10,252.9711,965.60,-18.20091,32.6, -,9.295994
114.15,251.2408,965.80,-19.02823,32.6, -,9.295994
114.20,249.5108,966.00,-19.85554,32.6, -,9.295994
114.25,248.6461,966.10,-19.85554,32.6, -,9.295994
114.30,247.7811,966.20,-20.68286,32.6, -,9.295994
114.35,246.0516,966.40,-20.66834,32.6, -,9.295994
114.40,245.1873,966.50,-20.66834,32.6, -,9.295994
114.45,244.323,966.60,-20.66834,32.6, -,9.295994
114.50,243.4583,966.70,-20.66834,32.6, -,9.295994
114.55,242.5941,966.80,-20.66834,32.6, -,9.295994
114.60,241.7296,966.90,-20.66834,32.6, -,9.295994
114.65,240.8656,967.00,-20.66834,32.6, -,9.295994
114.70,240.8656,967.00,-19.84103,32.6, -,9.295994
114.75,240.0017,967.10,-19.84103,32.6, -,9.295994
114.80,240.0017,967.10,-19.01371,32.6, -,9.295994
114.85,238.2735,967.30,-19.82652,32.6, -,9.295994
114.90,236.5457,967.50,-20.63931,32.6, -,9.295994
114.95,235.6821,967.60,-20.63931,32.6, -,9.295994
115.00,234.8181,967.70,-20.63931,32.6, -,9.295994
115.05,234.8181,967.70,-19.812,32.6, -,9.295994
115.10,233.0909,967.90,-19.79748,32.6, -,9.295994
115.15,233.9547,967.80,-18.14286,32.6, -,9.295994
115.20,233.0909,967.90,-17.31554,32.6, -,9.295994
115.25,231.3644,968.10,-17.30103,32.6, -,9.295994
115.30,230.5007,968.20,-17.30103,32.6, -,9.295994
115.35,228.7742,968.40,-18.11383,32.6, -,9.295994
115.40,227.0485,968.60,-18.11383,32.6, -,9.295994
115.45,225.3225,968.80,-18.92663,32.6, -,9.295994
115.50,224.4594,968.90,-18.92663,32.6, -,9.295994
115.55,223.5968,969.00,-18.92663,32.6, -,9.295994
115.60,224.4594,968.90,-17.272,32.6, -,9.295994
115.65,224.4594,968.90,-16.44468,32.6, -,9.295994
115.70,223.5968,969.00,-16.44468,32.6, -,9.295994
115.75,221.8714,969.20,-18.0848,32.6, -,9.295994
115.80,220.1463,969.40,-18.8976,32.6, -,9.295994
115.85,218.422,969.60,-20.53771,32.6, -,9.295994
115.90,216.6975,969.80,-20.53771,32.6, -,9.295994
115.95,215.8351,969.90,-19.72491,32.6, -,9.295994
116.00,214.9733,970.00,-19.72491,32.6, -,9.295994
116.05,213.2493,970.20,-20.53771,32.6, -,9.295994
116.10,212.3877,970.30,-21.36503,32.6, -,9.295994
116.15,212.3877,970.30,-19.72491,32.6, -,9.295994
116.20,211.5257,970.40,-21.37954,32.6, -,9.295994
116.25,210.6642,970.50,-21.37954,32.6, -,9.295994
116.30,208.941,970.70,-21.37954,32.6, -,9.295994
116.35,208.0797,970.80,-21.37954,32.6, -,9.295994
116.40,207.218,970.90,-20.56674,32.6, -,9.295994
116.45,206.3569,971.00,-19.75394,32.6, -,9.295994
116.50,204.6344,971.20,-19.75394,32.6, -,9.295994
116.55,202.9122,971.40,-20.56674,32.5, -,9.276546
116.60,202.0514,971.50,-20.55223,32.5, -,9.276546
116.65,200.3297,971.70,-23.01966,32.5, -,9.276546
116.70,198.6081,971.90,-24.65977,32.5, -,9.276546
116.75,197.7478,972.00,-24.64526,32.5, -,9.276546
116.80,196.0267,972.20,-24.64526,32.5, -,9.276546
116.85,195.1665,972.30,-23.81794,32.5, -,9.276546
116.90,195.1665,972.30,-22.17783,32.5, -,9.276546
116.95,194.3059,972.40,-21.35052,32.5, -,9.276546
117.00,194.3059,972.40,-20.5232,32.5, -,9.276546
117.05,193.4459,972.50,-20.50868,32.5, -,9.276546
117.10,193.4459,972.50,-18.86857,32.5, -,9.276546
117.15,193.4459,972.50,-18.04126,32.5, -,9.276546
117.20,192.5859,972.60,-18.85406,32.5, -,9.276546
117.25,190.8657,972.80,-19.66686,32.5, -,9.276546
117.30,190.0054,972.90,-19.65234,32.5, -,9.276546
117.35,188.2862,973.10,-19.65234,32.5, -,9.276546
117.40,186.5667,973.30,-20.46514,32.5, -,9.276546
117.45,185.7067,973.40,-20.45063,32.5, -,9.276546
117.50,183.9882,973.60,-21.26343,32.5, -,9.295994
117.55,183.1285,973.70,-20.43612,32.5, -,9.295994
117.60,183.1285,973.70,-18.796,32.5, -,9.295994
117.65,183.1285,973.70,-17.9832,32.5, -,9.295994
117.70,182.2694,973.80,-17.15589,32.5, -,9.295994
117.75,181.4099,973.90,-16.32857,32.5, -,9.295994
117.80,181.4099,973.90,-15.51577,32.5, -,9.295994
117.85,181.4099,973.90,-13.87566,32.5, -,9.295994
117.90,179.692,974.10,-14.70297,32.5, -,9.295994
117.95,177.1147,974.40,-17.15589,32.5, -,9.295994
118.00,175.3976,974.60,-17.9832,32.5, -,9.295994
118.05,173.6803,974.80,-19.62331,32.5, -,9.295994
118.10,171.9632,975.00,-20.45063,32.5, -,9.295994
118.15,171.105,975.10,-21.26343,32.5, -,9.295994
118.20,169.3884,975.30,-22.90354,32.5, -,9.295994
118.25,168.5299,975.40,-22.90354,32.5, -,9.295994
118.30,167.672,975.50,-22.07623,32.5, -,9.295994
118.35,166.8142,975.60,-22.07623,32.5, -,9.295994
118.40,165.0983,975.80,-22.07623,32.5, -,9.295994
118.45,164.2401,975.90,-21.24891,32.5, -,9.295994
118.50,164.2401,975.90,-20.43612,32.5, -,9.295994
118.55,163.3826,976.00,-19.6088,32.5, -,9.315441
118.60,162.5252,976.10,-19.6088,32.5, -,9.315441
118.65,162.5252,976.10,-19.6088,32.5, -,9.315441
118.70,161.6672,976.20,-20.4216,32.5, -,9.315441
118.75,162.5252,976.10,-18.796,32.5, -,9.315441
118.80,162.5252,976.10,-17.9832,32.5, -,9.315441
118.85,161.6672,976.20,-18.796,32.5, -,9.315441
118.90,159.9522,976.40,-20.43612,32.5, -,9.315441
118.95,158.2379,976.60,-20.4216,32.5, -,9.315441
119.00,156.5234,976.80,-19.6088,32.5, -,9.315441
119.05,154.8091,977.00,-19.59428,32.5, -,9.315441
119.10,153.9524,977.10,-18.76697,32.5, -,9.315441
119.15,152.2386,977.30,-18.75246,32.5, -,9.315441
119.20,150.5251,977.50,-19.56526,32.5, -,9.315441
119.25,148.8118,977.70,-19.55074,32.5, -,9.315441
119.30,147.9556,977.80,-19.55074,32.5, -,9.315441
119.35,147.0989,977.90,-19.55074,32.5, -,9.315441
119.40,146.2428,978.00,-19.55074,32.5, -,9.315441
119.45,145.3868,978.10,-18.72343,32.5, -,9.315441
119.50,143.6744,978.30,-19.53623,32.5, -,9.315441
119.55,143.6744,978.30,-19.53623,32.5, -,9.315441
119.60,142.818,978.40,-19.53623,32.5, -,9.315441
119.65,141.9623,978.50,-19.53623,32.5, -,9.315441
119.70,141.1066,978.60,-20.34903,32.5, -,9.315441
119.75,139.3949,978.80,-21.16183,32.5, -,9.315441
119.80,138.5389,978.90,-22.78743,32.5, -,9.315441
119.85,138.5389,978.90,-22.78743,32.5, -,9.315441
119.90,136.8282,979.10,-23.60023,32.5, -,9.315441
119.95,136.8282,979.10,-21.96012,32.5, -,9.315441
120.00,135.1172,979.30,-21.96012,32.5, -,9.315441
120.05,132.5516,979.60,-22.7584,32.5, -,9.315441
120.10,131.6961,979.70,-21.9456,32.5, -,9.315441
120.15,130.8413,979.80,-21.9456,32.5, -,9.315441
120.20,129.986,979.90,-21.1328,32.5, -,9.315441
120.25,129.1313,980.00,-20.32,32.5, -,9.315441
120.30,129.1313,980.00,-18.6944,32.5, -,9.315441
120.35,127.4216,980.20,-19.5072,32.5, -,9.315441
120.40,126.5672,980.30,-19.5072,32.5, -,9.315441
