Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
120.45,126.5672,980.30,-18.6944,32.5, -,9.315441
120.50,125.7122,980.40,-18.6944,32.5, -,9.315441
120.55,125.7122,980.40,-17.0688,32.5, -,9.295994
120.60,124.0036,980.60,-18.6944,32.5, -,9.295994
120.65,123.1489,980.70,-18.6944,32.5, -,9.295994
120.70,123.1489,980.70,-17.8816,32.5, -,9.295994
120.75,121.4402,980.90,-18.6944,32.5, -,9.295994
120.80,119.7323,981.10,-18.6944,32.5, -,9.295994
120.85,118.8779,981.20,-18.6944,32.5, -,9.295994
120.90,118.0241,981.30,-19.5072,32.5, -,9.295994
120.95,117.1699,981.40,-18.6944,32.5, -,9.295994
121.00,114.6087,981.70,-21.1328,32.5, -,9.295994
121.05,114.6087,981.70,-19.5072,32.5, -,9.295994
121.10,113.7553,981.80,-17.8816,32.5, -,9.295994
121.15,114.6087,981.70,-16.256,32.5, -,9.295994
121.20,113.7553,981.80,-16.256,32.5, -,9.295994
121.25,112.0481,982.00,-17.0688,32.5, -,9.295994
121.30,110.3412,982.20,-17.8816,32.5, -,9.295994
121.35,108.6347,982.40,-19.5072,32.5, -,9.295994
121.40,107.7817,982.50,-18.6944,32.5, -,9.295994
121.45,106.0755,982.70,-19.5072,32.5, -,9.295994
121.50,105.2228,982.80,-20.32,32.4, -,9.315441
121.55,104.3697,982.90,-20.32,32.4, -,9.315441
121.60,102.6646,983.10,-21.9456,32.4, -,9.315441
121.65,101.8116,983.20,-21.1328,32.4, -,9.315441
121.70,100.1064,983.40,-21.9456,32.4, -,9.315441
121.75,100.1064,983.40,-21.9456,32.4, -,9.315441
121.80,99.25419,983.50,-21.1328,32.4, -,9.315441
121.85,98.40204,983.60,-20.32,32.4, -,9.315441
121.90,98.40204,983.60,-19.5072,32.4, -,9.315441
121.95,98.40204,983.60,-18.6944,32.4, -,9.315441
122.00,100.1064,983.40,-16.256,32.4, -,9.315441
122.05,100.9592,983.30,-13.0048,32.4, -,9.315441
122.10,100.1064,983.40,-13.8176,32.4, -,9.315441
122.15,100.1064,983.40,-13.0048,32.4, -,9.315441
122.20,99.25419,983.50,-14.6304,32.4, -,9.315441
122.25,96.6974,983.80,-16.256,32.4, -,9.315441
122.30,94.14126,984.10,-17.0688,32.4, -,9.315441
122.35,92.43732,984.30,-17.0688,32.4, -,9.315441
122.40,90.73368,984.50,-17.0688,32.4, -,9.315441
122.45,89.03031,984.70,-17.8816,32.4, -,9.315441
122.50,88.17899,984.80,-17.0688,32.4, -,9.315441
122.55,87.32723,984.90,-17.0688,32.4, -,9.295994
122.60,85.62495,985.10,-17.8816,32.4, -,9.295994
122.65,84.77339,985.20,-17.0688,32.4, -,9.295994
122.70,84.77339,985.20,-16.256,32.4, -,9.295994
122.75,83.071,985.40,-16.256,32.4, -,9.295994
122.80,82.22018,985.50,-17.0688,32.4, -,9.295994
122.85,81.36942,985.60,-17.0688,32.4, -,9.295994
122.90,80.51821,985.70,-17.0688,32.4, -,9.295994
122.95,79.66759,985.80,-17.8816,32.4, -,9.295994
123.00,78.81653,985.90,-18.6944,32.4, -,9.295994
123.05,77.96604,986.00,-21.1328,32.4, -,9.295994
123.10,77.11563,986.10,-22.7584,32.4, -,9.295994
123.15,77.11563,986.10,-21.9456,32.4, -,9.295994
123.20,76.26478,986.20,-22.7584,32.4, -,9.295994
123.25,75.41451,986.30,-22.7584,32.4, -,9.295994
123.30,74.56379,986.40,-21.1328,32.4, -,9.295994
123.35,74.56379,986.40,-18.6944,32.4, -,9.295994
123.40,73.71366,986.50,-17.8816,32.4, -,9.295994
123.45,72.01309,986.70,-17.8816,32.4, -,9.295994
123.50,72.01309,986.70,-16.256,32.4, -,9.295994
123.55,70.31281,986.90,-17.0688,32.4, -,9.295994
123.60,68.61331,987.10,-17.8816,32.4, -,9.295994
123.65,66.91358,987.30,-17.8816,32.4, -,9.295994
123.70,66.91358,987.30,-17.0688,32.4, -,9.295994
123.75,65.21413,987.50,-18.6944,32.4, -,9.295994
123.80,64.36476,987.60,-17.8816,32.4, -,9.295994
123.85,63.51495,987.70,-17.8816,32.4, -,9.295994
123.90,62.66573,987.80,-17.8816,32.4, -,9.295994
123.95,60.96698,988.00,-18.67988,32.4, -,9.295994
124.00,59.2685,988.20,-19.47817,32.4, -,9.295994
124.05,57.57029,988.40,-20.27646,32.4, -,9.295994
124.10,56.72156,988.50,-20.27646,32.4, -,9.295994
124.15,55.02377,988.70,-21.07474,32.4, -,9.295994
124.20,54.17525,988.80,-21.88754,32.4, -,9.295994
124.25,53.32627,988.90,-21.88754,32.4, -,9.295994
124.30,52.47788,989.00,-21.88754,32.4, -,9.295994
124.35,51.62956,989.10,-21.88754,32.4, -,9.295994
124.40,50.7808,989.20,-22.70034,32.4, -,9.295994
124.45,49.08398,989.40,-23.49863,32.4, -,9.295994
124.50,48.23594,989.50,-22.68583,32.4, -,9.295994
124.55,47.38797,989.60,-23.49863,32.4, -,9.295994
124.60,45.69172,989.80,-23.48411,32.4, -,9.295994
124.65,44.84343,989.90,-22.67131,32.4, -,9.295994
124.70,44.84343,989.90,-21.04572,32.4, -,9.295994
124.75,44.84343,989.90,-21.04572,32.4, -,9.295994
124.80,43.99574,990.00,-20.23291,32.4, -,9.295994
124.85,43.99574,990.00,-19.42011,32.4, -,9.295994
124.90,43.14811,990.10,-19.42011,32.4, -,9.295994
124.95,43.14811,990.10,-18.60731,32.4, -,9.295994
125.00,43.14811,990.10,-16.99623,32.4, -,9.295994
125.05,41.45255,990.30,-16.99623,32.4, -,9.295994
125.10,39.75727,990.50,-16.99623,32.4, -,9.295994
125.15,38.90999,990.60,-16.99623,32.4, -,9.295994
125.20,37.21512,990.80,-16.99623,32.4, -,9.295994
125.25,36.36753,990.90,-16.99623,32.4, -,9.295994
125.30,35.52053,991.00,-16.99623,32.4, -,9.295994
125.35,34.6736,991.10,-16.99623,32.4, -,9.295994
125.40,33.82622,991.20,-16.99623,32.4, -,9.295994
125.45,32.13218,991.40,-17.79451,32.4, -,9.295994
125.50,32.13218,991.40,-16.18343,32.3, -,9.276546
125.55,31.28553,991.50,-16.18343,32.3, -,9.276546
125.60,30.43894,991.60,-16.18343,32.3, -,9.276546
125.65,29.5919,991.70,-15.38514,32.3, -,9.276546
125.70,28.74545,991.80,-15.38514,32.3, -,9.276546
125.75,27.89856,991.90,-16.19794,32.3, -,9.276546
125.80,28.74545,991.80,-15.38514,32.3, -,9.276546
125.85,28.74545,991.80,-14.57234,32.3, -,9.276546
125.90,27.89856,991.90,-15.38514,32.3, -,9.276546
125.95,27.89856,991.90,-14.57234,32.3, -,9.276546
126.00,27.89856,991.90,-14.57234,32.3, -,9.276546
126.05,27.05225,992.00,-15.38514,32.3, -,9.276546
126.10,26.20601,992.10,-14.58686,32.3, -,9.276546
126.15,25.35932,992.20,-13.78857,32.3, -,9.276546
126.20,23.66666,992.40,-14.58686,32.3, -,9.276546
126.25,21.9748,992.60,-14.58686,32.3, -,9.276546
126.30,21.9748,992.60,-13.77406,32.3, -,9.276546
126.35,20.2827,992.80,-14.57234,32.3, -,9.276546
126.40,18.59087,993.00,-15.37063,32.3, -,9.276546
126.45,16.89932,993.20,-16.16891,32.3, -,9.276546
126.50,15.20805,993.40,-16.16891,32.3, -,9.276546
126.55,12.67191,993.70,-18.57829,32.3, -,9.276546
126.60,9.291529,994.10,-20.98766,32.3, -,9.276546
126.65,6.756322,994.40,-22.58423,32.3, -,9.276546
126.70,5.911734,994.50,-22.56972,32.3, -,9.276546
126.75,5.067215,994.60,-22.5552,32.3, -,9.276546
126.80,4.22225,994.70,-22.54068,32.3, -,9.276546
126.85,3.377868,994.80,-24.15177,32.3, -,9.276546
126.90,3.377868,994.80,-24.15177,32.3, -,9.276546
126.95,5.067215,994.60,-21.72788,32.3, -,9.276546
127.00,5.067215,994.60,-21.72788,32.3, -,9.276546
127.05,2.53304,994.90,-24.13726,32.3, -,9.276546
127.10,1.688796,995.00,-24.12274,32.3, -,9.276546
127.15,1.688796,995.00,-23.30994,32.3, -,9.276546
127.20,0.8446212,995.10,-23.29543,32.3, -,9.276546
127.25,0.8446212,995.10,-21.68434,32.3, -,9.276546
127.30,-1.688523,995.40,-22.48263,32.3, -,9.276546
127.35,-4.220534,995.70,-24.892,32.3, -,9.276546
127.40,6.756322,994.40,-12.83063,32.3, -,9.276546
127.45,-157.5239,1014.00,-167.6835,32.3, -,9.276546
127.50,38.06226,990.70,20.20388,32.3, -,9.276546
127.55,45.69172,989.80,29.08663,32.3, -,9.276546
127.60,-8.439351,996.20,-20.05874,32.3, -,9.276546
127.65,-10.1265,996.40,-18.44766,32.3, -,9.276546
127.70,-10.1265,996.40,-16.03829,32.3, -,9.276546
127.75,-10.1265,996.40,-15.24,32.3, -,9.276546
127.80,-10.1265,996.40,-14.44171,32.3, -,9.276546
127.85,-10.1265,996.40,-13.64343,32.3, -,9.276546
127.90,-10.1265,996.40,-12.84514,32.3, -,9.276546
127.95,-9.282702,996.30,-12.04686,32.3, -,9.276546
128.00,-9.282702,996.30,-13.65794,32.3, -,9.276546
128.05,-7.595416,996.10,-12.04686,32.3, -,9.276546
128.10,-8.439351,996.20,-10.43577,32.3, -,9.276546
128.15,-10.1265,996.40,-11.24857,32.3, -,9.276546
128.20,-10.1265,996.40,-11.24857,32.3, -,9.276546
128.25,-10.1265,996.40,-10.45028,32.3, -,9.276546
128.30,-10.1265,996.40,-10.45028,32.3, -,9.276546
128.35,-10.1265,996.40,-8.040915,32.3, -,9.276546
128.40,-10.1265,996.40,-5.631543,32.3, -,9.276546
128.45,-10.1265,996.40,-16.08183,32.3, -,9.276546
128.50,-10.96972,996.50,139.5839,32.3, -,9.276546
128.55,-10.1265,996.40,-45.89417,32.3, -,9.276546
128.60,-10.1265,996.40,-53.16583,32.3, -,9.276546
128.65,-10.1265,996.40,-1.611086,32.3, -,9.276546
128.70,-10.1265,996.40,0,32.3, -,9.276546
128.75,-10.1265,996.40,0,32.3, -,9.276546
128.80,-10.1265,996.40,0,32.3, -,9.276546
128.85,-10.1265,996.40,0,32.3, -,9.276546
128.90,-10.1265,996.40,0,32.3, -,9.276546
128.95,-10.1265,996.40,0,32.3, -,9.276546
129.00,-10.1265,996.40,-0.7982857,32.3, -,9.276546
129.05,-10.1265,996.40,-0.7982857,32.3, -,9.276546
129.10,-10.1265,996.40,-2.409371,32.3, -,9.276546
129.15,-10.1265,996.40,-1.611086,32.3, -,9.276546
129.20,-10.96972,996.50,-0.7982857,32.3, -,9.276546
129.25,-10.1265,996.40,0,32.3, -,9.276546
129.30,-10.1265,996.40,0,32.3, -,9.276546
129.35,-10.1265,996.40,0,32.3, -,9.276546
129.40,-10.1265,996.40,0,32.3, -,9.276546
129.45,-10.1265,996.40,0,32.3, -,9.276546
129.50,-10.1265,996.40,0, -
129.55,-10.1265,996.40,0.7982857, -
129.60,-10.1265,996.40,0, -
129.65,-10.1265,996.40,0, -
129.70,-10.1265,996.40,0, -
129.75,-10.1265,996.40,0, -
129.80,-10.1265,996.40,0, -
129.85,-10.1265,996.40,0, -
129.90,-10.1265,996.40,0, -
129.95,-10.1265,996.40,0, -
130.00,-10.96972,996.50,-0.7982857, -
130.05,-10.1265,996.40,0, -
130.10,-10.1265,996.40,0, -
130.15,-10.1265,996.40,0, -
130.20,-10.1265,996.40,0, -
130.25,-10.1265,996.40,0.7982857, -
130.30,-10.96972,996.50,-0.7982857, -
130.35,-10.1265,996.40,0, -
130.40,-10.96972,996.50,-0.7982857, -
130.45,-10.1265,996.40,0, -
130.50,-10.1265,996.40,0, -
130.55,-10.1265,996.40,0, -
130.60,-10.1265,996.40,0, -
