# Simulation 2 (Up to date)
# 515 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
67.814,1218.9,-5.9646,0.019721,5.9763,0.24518,-336.92,0.03994,336.92,179.99,1.8774,0.24439,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017634,368803,0,3.8821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1863e-4,NaN,NaN,NaN,NaN,1.8512,12.566,969.33,338.91,0.5,0.11615
68.314,1209.1,-5.9703,-0.011489,5.9654,0.1603,-340.06,0.039802,340.06,179.99,1.9573,0.15989,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017601,368218,0,3.8691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1127e-4,NaN,NaN,NaN,NaN,1.9754,12.585,969.68,338.93,0.5,0.11621
68.814,1199.4,-5.9633,0.014094,5.9735,0.32014,-343.14,0.039668,343.14,179.99,1.7974,0.31983,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017624,368806,0,3.8808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1597e-4,NaN,NaN,NaN,NaN,1.763,12.604,970.03,338.94,0.5,0.11626
69.314,1189.6,-5.9689,-0.011301,5.9633,0.040153,-346.11,0.039536,346.11,179.99,1.8167,0.03853,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017594,368267,0,3.8687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0725e-4,NaN,NaN,NaN,NaN,1.8214,12.624,970.38,338.95,0.5,0.11632
69.814,1179.8,-5.9639,0.010079,5.969,0.033811,-349.1,0.039409,349.1,179.99,1.8328,0.032274,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01761,368703,0,3.8772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0885e-4,NaN,NaN,NaN,NaN,1.8368,12.643,970.73,338.96,0.5,0.11637
70.314,1170,-5.9652,-0.0025556,5.9646,0.14654,-352.17,0.039282,352.17,179.99,1.9061,0.14652,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017596,368520,0,3.8726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0901e-4,NaN,NaN,NaN,NaN,1.9225,12.663,971.08,338.97,0.5,0.11643
70.814,1160.2,-5.9627,0.0049513,5.9661,0.17402,-355.36,0.039152,355.36,179.99,1.993,0.17395,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.0176,368703,0,3.8757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1276e-4,NaN,NaN,NaN,NaN,2.0125,12.682,971.42,338.98,0.5,0.11648
71.314,1150.4,-5.9636,-0.001824,5.9627,0.031773,-358.62,0.039017,358.62,179.99,1.9772,0.03172,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017589,368581,0,3.8724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1689e-4,NaN,NaN,NaN,NaN,1.9742,12.701,971.77,339,0.5,0.11655
71.814,1140.7,-5.9612,0.00489,5.9642,0.13359,-361.92,0.038879,361.92,179.99,2.0439,0.1335,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017593,368758,0,3.8754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1618e-4,NaN,NaN,NaN,NaN,2.0589,12.721,972.12,339.01,0.5,0.11661
72.314,1130.9,-5.9588,0.0046041,5.9647,0.33827,-365.13,0.038739,365.13,179.99,1.8748,0.33823,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017594,368879,0,3.8773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1938e-4,NaN,NaN,NaN,NaN,1.8386,12.74,972.47,339.02,0.5,0.11669
72.814,1121.1,-5.961,-0.0042114,5.9599,0.18334,-368.28,0.038602,368.28,179.99,1.9665,0.18329,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017579,368671,0,3.8722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1045e-4,NaN,NaN,NaN,NaN,1.9869,12.76,972.82,339.03,0.5,0.11675
73.314,1111.3,-5.9554,0.011173,5.9654,0.37898,-371.66,0.038468,371.66,179.99,2.1559,0.37881,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017595,369100,0,3.8805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1531e-4,NaN,NaN,NaN,NaN,2.1973,12.779,973.17,339.04,0.5,0.1168
73.814,1101.6,-5.957,-0.0033066,5.9605,0.40378,-375.37,0.038326,375.37,179.99,2.3577,0.40376,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01758,368880,0,3.8752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2477e-4,NaN,NaN,NaN,NaN,2.402,12.798,973.52,339.05,0.5,0.11685
74.314,1091.8,-5.952,0.010026,5.9652,0.51363,-379.02,0.038171,379.02,179.99,2.101,0.51353,28.61,-80.601,9.7911,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017593,369260,0,3.8824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3663e-4,NaN,NaN,NaN,NaN,2.0461,12.818,973.87,339.07,0.5,0.11691
74.814,1082,-5.9604,-0.016742,5.9522,0.075562,-382.5,0.038016,382.5,179.99,2.1378,0.073684,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017554,368543,0,3.8667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2135e-4,NaN,NaN,NaN,NaN,2.1463,12.837,974.22,339.08,0.5,0.11696
75.314,1072.2,-5.952,0.016724,5.9624,0.2578,-386.11,0.037867,386.11,179.99,2.2665,0.25725,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017584,369266,0,3.8811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2437e-4,NaN,NaN,NaN,NaN,2.2946,12.856,974.57,339.09,0.5,0.11702
75.814,1062.5,-5.9542,-0.0042897,5.9563,0.37165,-389.68,0.037714,389.68,179.99,2.0806,0.37163,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017565,368972,0,3.8742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3066e-4,NaN,NaN,NaN,NaN,2.0409,12.876,974.92,339.1,0.5,0.11707
76.314,1052.7,-5.9438,0.02077,5.9677,0.66254,-392.82,0.037563,392.82,179.99,1.7495,0.66222,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017598,369765,0,3.8902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2051e-4,NaN,NaN,NaN,NaN,1.6792,12.895,975.27,339.11,0.5,0.12009
76.814,1043,-5.9532,-0.018798,5.9523,0.52309,-395.9,0.037426,395.9,179.99,2.0109,0.52275,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017552,368900,0,3.8713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0264e-4,NaN,NaN,NaN,NaN,2.068,12.914,975.62,339.12,0.5,0.12035
77.314,1033.2,-5.9511,0.0041306,5.9551,0.25015,-399.1,0.037294,399.1,179.99,1.8858,0.25012,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01756,369161,0,3.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1668e-4,NaN,NaN,NaN,NaN,1.8594,12.934,975.97,339.14,0.5,0.12043
77.814,1023.5,-5.9338,0.03468,5.974,0.86318,-402.55,0.03716,402.55,179.99,2.3171,0.86248,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017615,370422,0,3.9019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1006e-4,NaN,NaN,NaN,NaN,2.4087,12.953,976.32,339.15,0.5,0.12051
78.314,1013.7,-5.9606,-0.053739,5.9358,0.26284,-406.24,0.037015,406.24,179.99,2.1884,0.25729,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017502,368140,0,3.8533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3149e-4,NaN,NaN,NaN,NaN,2.1608,12.972,976.66,339.16,0.5,0.12109
78.814,1003.9,-5.9399,0.04156,5.9652,0.38738,-409.68,0.036861,409.68,179.99,1.9959,0.38515,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017588,370048,0,3.8926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2722e-4,NaN,NaN,NaN,NaN,1.9554,12.992,977.01,339.17,0.5,0.12117
79.314,994.18,-5.9546,-0.029547,5.9411,0.19865,-413.03,0.036714,413.03,179.99,2.0941,0.19644,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017516,368639,0,3.8623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1431e-4,NaN,NaN,NaN,NaN,2.1159,13.011,977.36,339.18,0.5,0.12123
79.814,984.42,-5.9436,0.022087,5.956,0.20869,-416.38,0.03657,416.38,179.99,1.9903,0.20752,28.61,-80.601,9.7912,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017559,369649,0,3.8828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2129e-4,NaN,NaN,NaN,NaN,1.9686,13.03,977.71,339.2,0.5,0.12141
80.314,974.67,-5.9503,-0.013389,5.9437,0.070895,-419.67,0.036428,419.67,180,2.0251,0.06962,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017522,368978,0,3.868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1446e-4,NaN,NaN,NaN,NaN,2.0331,13.05,978.06,339.21,0.5,0.12148
80.814,964.91,-5.9446,0.011365,5.9504,0.054744,-422.97,0.036288,422.97,180,1.9984,0.053551,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017541,369477,0,3.8778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1709e-4,NaN,NaN,NaN,NaN,1.9931,13.069,978.41,339.22,0.5,0.12153
81.314,955.16,-5.938,0.013166,5.9554,0.59168,-426.49,0.036148,426.49,180,2.2941,0.59154,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017556,369879,0,3.8855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.15e-4,NaN,NaN,NaN,NaN,2.3575,13.088,978.76,339.23,0.5,0.12163
81.814,945.41,-5.9494,-0.022781,5.9385,0.11938,-430.31,0.036,430.31,180,2.3527,0.11718,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017505,368910,0,3.8645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3063e-4,NaN,NaN,NaN,NaN,2.3658,13.108,979.1,339.24,0.5,0.12173
82.314,935.66,-5.9405,0.017795,5.95,0.13705,-434.22,0.035841,434.22,180,2.4207,0.13589,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017538,369714,0,3.8806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3544e-4,NaN,NaN,NaN,NaN,2.4356,13.127,979.45,339.25,0.5,0.12182
82.814,925.92,-5.9365,0.0081176,5.9513,0.59172,-437.95,0.035677,437.95,180,2.1248,0.59167,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017542,369882,0,3.8835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3853e-4,NaN,NaN,NaN,NaN,2.0624,13.146,979.8,339.27,0.5,0.12189
83.314,916.17,-5.9456,-0.018233,5.9377,0.19995,-441.35,0.035517,441.35,180,2.0253,0.19912,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017501,369122,0,3.8668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2081e-4,NaN,NaN,NaN,NaN,2.0043,13.166,980.15,339.28,0.5,0.12197
83.814,906.43,-5.9389,0.01331,5.946,0.12051,-444.63,0.035371,444.63,180,1.9654,0.11977,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017525,369726,0,3.8788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1653e-4,NaN,NaN,NaN,NaN,1.9531,13.185,980.5,339.29,0.5,0.12205
84.314,896.68,-5.942,-0.0061157,5.9392,0.092867,-447.81,0.03523,447.81,180,1.9191,0.092666,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017504,369388,0,3.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1261e-4,NaN,NaN,NaN,NaN,1.9096,13.204,980.85,339.3,0.5,0.1221
84.814,886.95,-5.9176,0.048704,5.9677,0.91664,-451.34,0.035095,451.34,180,2.3767,0.91534,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017588,371247,0,3.9093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1062e-4,NaN,NaN,NaN,NaN,2.4723,13.223,981.2,339.31,0.5,0.12216
85.314,877.22,-5.9498,-0.06438,5.9216,0.36467,-455.09,0.034948,455.09,180,2.1973,0.35894,28.61,-80.601,9.7913,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017451,368469,0,3.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3318e-4,NaN,NaN,NaN,NaN,2.1588,13.243,981.54,339.32,0.5,0.12223
85.814,867.48,-5.9295,0.040656,5.9515,0.23889,-458.6,0.034791,458.6,180,2.0796,0.2354,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017539,370415,0,3.8904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2643e-4,NaN,NaN,NaN,NaN,2.0553,13.262,981.89,339.34,0.5,0.12232
86.314,857.75,-5.9359,-0.012853,5.9377,0.51636,-461.8,0.034641,461.8,180,1.8215,0.5162,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017497,369643,0,3.8735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1751e-4,NaN,NaN,NaN,NaN,1.767,13.281,982.24,339.35,0.5,0.12238
86.814,848.01,-5.935,0.001764,5.9385,0.28722,-464.9,0.034503,464.9,180,1.9651,0.28722,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017499,369777,0,3.8756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0509e-4,NaN,NaN,NaN,NaN,1.996,13.301,982.59,339.36,0.5,0.12244
87.314,838.28,-5.9301,0.0097604,5.9425,0.49122,-468.33,0.034371,468.33,180,2.2106,0.49113,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01751,370113,0,3.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1213e-4,NaN,NaN,NaN,NaN,2.2629,13.32,982.94,339.37,0.5,0.12252
87.814,828.54,-5.9363,-0.012206,5.9323,0.26725,-471.84,0.034228,471.84,180,2.0771,0.26697,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01748,369567,0,3.8699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2488e-4,NaN,NaN,NaN,NaN,2.0492,13.339,983.28,339.38,0.5,0.12259
88.314,818.81,-5.9326,0.0072405,5.9363,0.055129,-475.27,0.03408,475.27,180,2.1045,0.054652,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017491,369903,0,3.8762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1819e-4,NaN,NaN,NaN,NaN,2.1107,13.358,983.63,339.39,0.5,0.12264
88.814,809.08,-5.9311,0.0030113,5.9357,0.31626,-478.59,0.033935,478.59,180,1.9463,0.31624,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017489,369949,0,3.8765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1924e-4,NaN,NaN,NaN,NaN,1.9134,13.378,983.98,339.41,0.5,0.12269
89.314,799.35,-5.9329,-0.0034611,5.9316,0.12458,-481.84,0.033793,481.84,180,2.0086,0.12453,28.61,-80.602,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017476,369780,0,3.8722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.107e-4,NaN,NaN,NaN,NaN,2.0223,13.397,984.33,339.42,0.5,0.12278
89.814,789.62,-5.9303,0.005117,5.9334,0.12972,-485.19,0.033655,485.19,180,2.0734,0.12962,28.61,-80.602,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01748,369976,0,3.8756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1414e-4,NaN,NaN,NaN,NaN,2.0876,13.416,984.68,339.43,0.5,0.12283
90.314,779.89,-5.9303,8.8e-5,5.9312,0.17143,-488.52,0.033514,488.52,180,1.9877,0.17143,28.61,-80.602,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017473,369926,0,3.8739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1728e-4,NaN,NaN,NaN,NaN,1.9701,13.436,985.02,339.44,0.5,0.12289
90.814,770.16,-5.9296,0.0013207,5.9303,0.042179,-491.76,0.033373,491.76,180,1.9666,0.042159,28.61,-80.602,9.7914,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01747,369956,0,3.8738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1273e-4,NaN,NaN,NaN,NaN,1.9626,13.455,985.37,339.45,0.5,0.12296
91.314,760.44,-5.9243,0.010582,5.9349,0.4152,-494.82,0.033236,494.82,180,1.7591,0.41507,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017483,370328,0,3.8809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1156e-4,NaN,NaN,NaN,NaN,1.716,13.474,985.72,339.46,0.5,0.12301
91.814,750.71,-5.9307,-0.012734,5.9244,0.053632,-497.72,0.033105,497.72,180,1.7851,0.052098,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017452,369759,0,3.8683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0072e-4,NaN,NaN,NaN,NaN,1.7911,13.493,986.07,339.48,0.5,0.12311
92.314,740.99,-5.9246,0.012165,5.9314,0.15452,-500.72,0.032981,500.72,180,1.8622,0.15404,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017472,370283,0,3.8786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0272e-4,NaN,NaN,NaN,NaN,1.8788,13.513,986.41,339.49,0.5,0.12318
92.814,731.27,-5.9225,0.0041955,5.931,0.45594,-503.58,0.032855,503.58,180,1.6342,0.45592,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01747,370342,0,3.8791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.057e-4,NaN,NaN,NaN,NaN,1.5869,13.532,986.76,339.5,0.5,0.12323
93.314,721.56,-5.9233,-0.0016547,5.9279,0.4167,-506.44,0.032733,506.44,180,1.8426,0.4167,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.01746,370234,0,3.8762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9485e-4,NaN,NaN,NaN,NaN,1.8868,13.551,987.11,339.51,0.5,0.12332
93.814,711.84,-5.9214,0.0037701,5.9286,0.41421,-509.63,0.032612,509.63,180,2.0496,0.41419,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017462,370367,0,3.8783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0459e-4,NaN,NaN,NaN,NaN,2.0935,13.57,987.46,339.52,0.5,0.12338
94.314,702.13,-5.9214,1.1249e-4,5.9266,0.41015,-512.82,0.03248,512.82,180,1.8446,0.41015,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017455,370326,0,3.8767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1495e-4,NaN,NaN,NaN,NaN,1.8021,13.59,987.8,339.53,0.5,0.12343
94.814,692.41,-5.9232,-0.0036424,5.9227,0.20831,-515.93,0.032345,515.93,180,1.9487,0.20828,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017443,370169,0,3.8728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0445e-4,NaN,NaN,NaN,NaN,1.971,13.609,988.15,339.55,0.5,0.12351
95.314,682.7,-5.9189,0.0085327,5.9266,0.33074,-519.27,0.032213,519.27,180,2.114,0.33063,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017454,370496,0,3.8789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0988e-4,NaN,NaN,NaN,NaN,2.149,13.628,988.5,339.56,0.5,0.12356
95.814,672.99,-5.9231,-0.0083785,5.9189,0.0083853,-522.73,0.032074,522.73,180,2.1142,3.3622e-4,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017431,370103,0,3.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1814e-4,NaN,NaN,NaN,NaN,2.1147,13.647,988.84,339.57,0.5,0.12362
96.314,663.28,-5.9181,0.010135,5.9243,0.19338,-526.12,0.031929,526.12,180,2.0176,0.19311,28.61,-80.602,9.7915,NaN,NaN,NaN,NaN,395.59,0,NaN,NaN,NaN,NaN,NaN,0.017446,370521,0,3.8781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1865e-4,NaN,NaN,NaN,NaN,1.998,13.667,989.19,339.58,0.5,0.12367
