# Simulation 3 (Up to date)
# 650 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (21.9 m/s)
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,51.938,0,51.938,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,516.45,112.86,0.062583,0.0015399,NaN,673.35,NaN,0.0059437,128539,31.88,0,0.58804,0,0.46705,9.9142e-4,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,66.04,34.253,90,0,NaN,15,1013.2,340.39,0.01,0.0011035
0.01,0.00852,0.51938,167.63,0.51938,167.63,0,0,0,0,0,0,28.61,-80.6,9.7922,75.38,0,0,0,516.45,112.86,0.062583,0.0015399,NaN,673.35,NaN,0.0060451,130732,91.63,1.8481e-4,0.58608,0.020805,0.46509,9.9147e-4,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6499e-5,66.04,34.253,90,0,NaN,15,1013.2,340.39,0.01,0.00152
0.02,0.053073,2.1968,230.57,2.1968,230.57,0,0,0,0,0,0,28.61,-80.6,9.7922,41.724,0,0,0,516.04,112.45,0.06257,0.0015399,NaN,673.22,NaN,0.0086471,187003,124.04,0.0075406,0.54732,0.41486,0.42631,9.9289e-4,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8127e-4,66.04,34.253,90,0,NaN,15,1013.2,340.39,0.01,0.0017574
# Event LIFTOFF occurred at t=0.03 seconds
0.03,0.163,4.5047,205.78,4.5047,205.78,0,0,0,0,0,0,28.61,-80.6,9.7922,23.158,0,0,0,515.4,111.82,0.06255,0.0015398,NaN,673.01,NaN,0.014394,311283,111.14,0.03149,0.49999,0.62526,0.37897,9.9785e-4,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7676e-4,66.04,34.253,90,0,NaN,15,1013.2,340.39,0.01,0.0020549
0.04,0.34458,6.5649,191.01,6.5649,191.01,0,0,0,0,0,0,28.61,-80.6,9.7922,16.099,0,0,0,514.68,111.09,0.062528,0.0015398,NaN,672.78,NaN,0.020074,434109,103.41,0.060148,0.47325,0.61407,0.35219,0.0010052,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4053e-4,66.04,34.253,90,0,NaN,14.999,1013.2,340.39,0.01,0.00226
0.05,0.59132,8.477,191.65,8.477,191.65,0,0,0,0,0,0,28.61,-80.6,9.7922,12.393,0,0,0,513.98,110.39,0.062506,0.0015397,NaN,672.55,NaN,0.025498,551411,103.63,0.089732,0.45575,0.56779,0.33465,0.0010144,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010853,66.04,34.253,90,0,NaN,14.999,1013.2,340.39,0.01,0.0024988
0.06,0.9009,10.395,197.53,10.395,197.53,0,0,0,0,0,0,28.61,-80.6,9.7922,10.125,0,0,0,513.31,109.72,0.062486,0.0015396,NaN,672.34,NaN,0.031023,670888,106.49,0.12341,0.44237,0.52752,0.32122,0.0010261,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001331,66.04,34.253,90,0,NaN,14.998,1013.2,340.39,0.0096197,0.0028053
0.06962,1.259,12.296,203.08,12.296,203.08,0,0,0,0,0,0,28.61,-80.6,9.7922,8.5579,0,0,0,512.64,109.05,0.062465,0.0015395,NaN,672.12,NaN,0.036532,790010,109.07,0.16132,0.43185,0.49728,0.31063,0.00104,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015744,66.04,34.253,90,0,NaN,14.998,1013.2,340.39,0.0081324,0.0034649
0.077752,1.6091,13.947,206.87,13.947,206.87,0,0,0,0,0,0,28.61,-80.6,9.7922,7.5374,0,0,0,512.04,108.45,0.062446,0.0015395,NaN,671.93,NaN,0.04133,893763,111.08,0.19811,0.42426,0.47713,0.30298,0.001054,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017856,66.04,34.253,90,0,NaN,14.997,1013.2,340.39,0.0071702,0.0043099
0.084922,1.9546,15.43,208.36,15.43,208.36,0,0,0,0,0,0,28.61,-80.6,9.7922,6.8035,0,0,0,511.51,107.92,0.06243,0.0015394,NaN,671.76,NaN,0.045653,987246,111.79,0.23434,0.41835,0.46257,0.29701,0.0010681,0.12027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019756,66.04,34.253,90,0,NaN,14.996,1013.2,340.39,0.0064808,0.0047887
0.091403,2.2971,16.781,209.48,16.781,209.48,0,0,0,0,0,0,28.61,-80.6,9.7922,6.2468,0,0,0,511.02,107.43,0.062414,0.0015394,NaN,671.59,NaN,0.049595,1072480,112.3,0.26995,0.41358,0.45152,0.29217,0.0010822,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021486,66.04,34.253,90,0,NaN,14.995,1013.2,340.39,0.005959,0.0051174
0.097362,2.6374,18.03,210.53,18.03,210.53,0,0,0,0,0,0,28.61,-80.6,9.7922,5.8055,0,0,0,510.56,106.97,0.0624,0.0015393,NaN,671.44,NaN,0.053243,1151350,112.77,0.3051,0.40959,0.44279,0.28812,0.0010963,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023085,66.04,34.253,90,0,NaN,14.995,1013.2,340.39,0.0055463,0.005503
0.10291,2.9761,19.198,211.5,19.198,211.5,0,0,0,0,0,0,28.61,-80.6,9.7922,5.4609,0,0,0,510.13,106.55,0.062387,0.0015393,NaN,671.31,NaN,0.056659,1225208,113.22,0.34005,0.40617,0.43581,0.28464,0.0011104,0.12042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002458,66.04,34.253,90,0,NaN,14.994,1013.1,340.39,0.0052088,0.0059985
# Event LAUNCHROD occurred at t=0.10812 seconds
0.10812,3.3136,20.3,212.42,20.3,212.42,0,0,0,0,0,1.9368,28.61,-80.6,9.7922,5.1852,0,0,0,509.74,106.15,0.062374,0.0015392,701.59,671.18,0.46056,0.059885,1294953,113.75,0.37487,0.40318,0.43007,0.28159,0.0011245,0.12047,1.1311,0.52078,4.8533e-4,0,0,0,0,0,0.0025992,66.04,34.253,90,0,NaN,14.993,1013.1,340.38,0.0078132,0.0071001
0.11593,3.8552,21.962,213.98,21.962,213.99,-1.9838e-4,0,1.9838e-4,180,0.015645,2.0651,28.61,-80.6,9.7922,4.7798,0,6.3947e-4,0,509.26,105.67,0.062359,0.0015392,703.38,671.02,0.49007,0.064747,1400090,114.55,0.43012,0.39906,0.42213,0.27737,0.0011473,0.12054,1.0324,0.5063,-4.2755e-4,0,0,0,0,1.042e-5,0.0028119,66.04,34.253,89.999,0.0096391,NaN,14.992,1013.1,340.38,0.01172,0.0076444
0.12765,4.748,24.475,216.33,24.475,216.34,-0.001279,0,0.001279,-180,0.040905,2.2391,28.61,-80.6,9.7922,4.2629,0,0.0017516,-2.7459e-7,508.53,104.95,0.062336,0.0015391,705.73,670.78,0.52916,0.072105,1559157,115.75,0.52075,0.39356,0.41211,0.2717,0.0011852,0.12068,0.90915,0.48063,7.9952e-5,0,0,0,0,6.3038e-5,0.0031337,66.04,34.253,89.994,0.0027659,NaN,14.991,1013.1,340.38,0.01758,0.008165
0.14523,6.2696,28.29,219.82,28.29,219.83,-0.0048127,0,0.0048127,-180,0.082236,2.4461,28.61,-80.6,9.7922,3.635,0,0.0037635,-8.5883e-9,507.45,103.86,0.062302,0.001539,708.67,670.42,0.57913,0.083281,1800751,117.55,0.67451,0.38652,0.40015,0.26436,0.0012507,0.1209,0.76317,0.44211,2.3712e-4,0,0,0,0,2.1815e-4,0.0036221,66.04,34.253,89.977,0.0050799,NaN,14.988,1013,340.38,0.02637,0.0087838
0.1716,8.9687,34.111,225.01,34.112,225.02,-0.014807,1.4468e-8,0.014807,180,0.14955,2.6148,28.61,-80.6,9.7922,2.9287,0,0.0075424,-3.9989e-7,505.83,102.24,0.062251,0.0015388,712.11,669.88,0.63945,0.10035,2169739,120.18,0.94686,0.37796,0.3869,0.25528,0.0013693,0.12131,0.60398,0.38531,-4.6473e-4,0,0,0,0,6.0346e-4,0.0043675,66.04,34.253,89.924,0.0066771,NaN,14.982,1012.9,340.38,0.039554,0.0093131
0.21115,13.976,43.06,228.49,43.06,228.51,-0.040881,7.5164e-8,0.040881,180,0.2505,2.3438,28.61,-80.6,9.7922,2.1161,0,0.014762,-3.4473e-6,503.38,99.789,0.062172,0.0015386,716.27,669.06,0.71481,0.12661,2737139,121.48,1.4813,0.37551,0.38031,0.25183,0.0015963,0.12208,0.42739,0.30415,-2.3962e-4,0,0,0,0,0.0014522,0.0055132,66.04,34.253,89.767,0.0058186,NaN,14.972,1012.8,340.37,0.05,0.0099906
0.26115,21.979,54.515,229.52,54.516,229.52,-0.089914,1.1425e-6,0.089914,180,0.33298,0.62723,28.61,-80.6,9.7922,1.2574,0,0.025344,-6.6779e-6,499.96,96.368,0.062062,0.0015382,720.9,667.91,0.80248,0.16025,3463561,122,2.3619,0.37689,0.37865,0.25158,0.001968,0.12334,0.24835,0.19665,6.0663e-5,0,0,0,0,0.0026724,0.0069799,66.04,34.253,89.407,0.011135,NaN,14.956,1012.5,340.36,0.05,0.010383
0.31115,31.865,66.014,230.18,66.015,230.2,-0.14269,8.282e-6,0.14269,180,0.27972,3.1127,28.61,-80.6,9.7921,0.45772,-1.1028e-8,0.034058,-5.9847e-6,496.07,92.484,0.061934,0.0015378,725.45,666.57,0.89152,0.19403,4192668,122.51,3.4634,0.37861,0.37885,0.25128,0.0024363,0.12489,0.088526,0.075543,1.9365e-4,0,0,0,0,0.0032919,0.0084522,66.04,34.253,88.865,0.006689,NaN,14.937,1012.1,340.35,0.05,0.01076
0.36115,43.639,77.534,230.27,77.534,230.43,-0.1687,2.4506e-5,0.1687,179.99,0.0069821,8.6147,28.61,-80.6,9.7921,0.24232,-1.6759e-8,-0.035081,-1.7549e-7,492.19,88.6,0.061805,0.0015374,726.82,665.22,0.93277,0.2279,4922789,123.03,4.7995,0.38068,0.38075,0.25092,0.0030063,0.12675,0.046637,0.045941,3.4735e-4,0,0,0,0,-0.0025321,0.009927,66.04,34.253,88.227,-3.9697e-4,NaN,14.914,1011.7,340.34,0.05,0.011621
0.41115,57.303,89.042,229.33,89.044,229.77,-0.12355,3.3896e-5,0.12355,179.98,0.58717,14.185,28.61,-80.6,9.7921,0.68084,-1.6751e-8,-0.023353,2.8414e-5,488.3,84.713,0.061674,0.001537,724.5,663.84,0.91856,0.26175,5652013,123.3,6.3762,0.38309,0.38363,0.2505,0.003683,0.12891,0.1328,0.12319,1.799e-4,0,0,0,0,-8.5067e-4,0.011401,66.04,34.253,87.684,-9.2529e-4,NaN,14.886,1011.2,340.32,0.031844,0.012249
0.443,66.988,96.347,228.66,96.353,229.2,-0.03744,3.8555e-5,0.03744,179.94,1.0696,15.803,28.61,-80.6,9.7921,0.68152,-1.8178e-8,-0.010943,2.9753e-6,485.11,81.518,0.061565,0.0015366,724.62,662.69,0.93769,0.28326,6114987,123.39,7.4983,0.38481,0.38535,0.25021,0.0041721,0.13043,0.13306,0.12494,-2.7625e-5,0,0,0,0,-1.595e-4,0.012337,66.04,34.253,87.485,0.0032769,NaN,14.867,1010.9,340.31,0.02677,0.012603
0.46977,75.719,102.47,227.83,102.48,228.4,0.075312,4.582e-5,0.075312,0.034859,1.4992,16.093,28.61,-80.6,9.7921,0.61345,-2.705e-8,5.078e-4,5.274e-6,482.8,79.216,0.061486,0.0015364,725.1,661.85,0.95774,0.30128,6502419,123.47,8.5118,0.38636,0.3868,0.24994,0.004619,0.1318,0.11964,0.11417,3.9227e-5,0,0,0,0,3.0363e-7,0.013121,66.04,34.253,87.434,0.0046117,NaN,14.85,1010.5,340.3,0.025871,0.013147
0.49564,84.666,108.35,226.91,108.37,227.41,0.22,5.7063e-5,0.22,0.014861,1.9058,15.07,28.61,-80.6,9.7921,0.47269,-2.2367e-8,0.011227,-1.1786e-5,480.74,77.149,0.061414,0.0015362,726,661.09,0.98286,0.31862,6875073,123.56,9.5516,0.38795,0.38821,0.24967,0.0050828,0.1332,0.091908,0.090046,-2.0917e-4,0,0,0,0,1.327e-4,0.013876,66.04,34.253,87.49,0.0037461,NaN,14.832,1010.2,340.29,0.029304,0.013492
0.52494,95.403,114.99,225.71,115.02,226.03,0.42322,7.4446e-5,0.42322,0.010079,2.3069,11.997,28.61,-80.6,9.7921,0.21304,-1.8249e-8,0.019978,-1.3947e-5,478.57,74.982,0.061338,0.001536,727.61,660.29,1.0193,0.33818,7294981,123.67,10.803,0.38986,0.38991,0.24935,0.0056474,0.13487,0.041167,0.041142,9.2792e-5,0,0,0,0,3.7306e-4,0.014727,66.04,34.253,87.659,0.0011788,NaN,14.811,1009.8,340.27,0.043956,0.013802
0.5689,112.7,124.88,223.38,124.91,223.48,0.78746,9.7928e-5,0.78746,0.0071253,2.7076,6.5224,28.61,-80.6,9.7921,0.12126,-2.7129e-8,-0.020742,-6.485e-7,475.69,72.105,0.061237,0.0015357,728.34,659.21,1.0467,0.36728,7919054,123.8,12.834,0.39294,0.39296,0.24883,0.0065742,0.13754,0.023409,0.024928,-1.836e-4,0,0,0,0,-3.4098e-4,0.015994,66.04,34.253,87.999,-0.0016133,NaN,14.777,1009.2,340.25,0.05,0.01416
0.6189,134.1,136,219.89,136.03,219.91,1.2521,1.0201e-4,1.2521,0.0046678,2.934,3.0126,28.61,-80.6,9.7921,0.24562,-5.7678e-8,-0.0080015,-1.159e-5,472,68.414,0.061104,0.0015353,727.88,657.81,1.061,0.39997,8618933,123.77,15.358,0.39674,0.39681,0.24819,0.0077497,0.1408,0.047676,0.050813,-2.7506e-4,0,0,0,0,-4.2794e-5,0.017418,66.04,34.253,88.269,-0.017014,NaN,14.734,1008.5,340.23,0.032847,0.015881
0.65175,149.15,143.2,217.6,143.24,217.63,1.5735,8.0631e-5,1.5735,0.0029359,3.0339,3.4286,28.61,-80.6,9.792,0.18637,-2.8566e-8,0.0028586,1.2506e-5,468.75,65.158,0.060986,0.0015349,728.4,656.56,1.0878,0.42116,9071947,123.72,17.132,0.39941,0.39945,0.24776,0.0085949,0.14306,0.036166,0.039805,9.0149e-5,0,0,0,0,4.9267e-6,0.01834,66.04,34.253,88.298,-0.019669,NaN,14.705,1007.9,340.21,0.037764,0.016293
0.68951,167.4,151.38,214.14,151.41,214.22,1.9588,9.4689e-6,1.9588,2.7696e-4,3.1997,5.6942,28.61,-80.6,9.792,0.067473,-4.5906e-8,0.011233,1.0572e-4,465.97,62.381,0.060884,0.0015346,729.29,655.48,1.1178,0.44522,9585539,123.66,19.286,0.40264,0.40265,0.24723,0.0096414,0.14577,0.013072,0.01504,-3.1636e-4,0,0,0,0,6.8081e-5,0.019387,66.04,34.253,88.195,-0.026701,NaN,14.668,1007.3,340.19,0.05,0.016662
0.73951,193.1,161.99,208.95,162.03,209.16,2.5134,-1.8809e-4,2.5134,-0.0042878,3.5849,9.3546,28.61,-80.6,9.792,0.073574,-4.8149e-8,-0.0098169,8.0889e-5,462.52,58.93,0.060756,0.0015343,729.55,654.11,1.1423,0.47648,10251705,123.58,22.318,0.40717,0.40718,0.2465,0.011153,0.14951,0.014289,0.015972,3.7597e-5,0,0,0,0,-4.5406e-5,0.020747,66.04,34.253,87.989,-0.036406,NaN,14.617,1006.3,340.16,0.05,0.016995
0.78951,220.53,172.34,203.43,172.39,203.71,3.1435,-5.1734e-4,3.1435,-0.0094294,4.0978,10.612,28.61,-80.6,9.792,0.10873,5.0805e-8,0.0015335,3.7441e-5,458.59,54.998,0.060608,0.0015339,729.66,652.53,1.1679,0.50699,1.09e7,123.46,25.541,0.41198,0.41199,0.24575,0.012815,0.15341,0.021189,0.024518,1.1929e-4,0,0,0,0,9.7883e-7,0.022073,66.04,34.253,87.914,-0.017189,NaN,14.563,1005.4,340.12,0.042153,0.017394
0.83166,244.95,180.84,198.5,180.9,198.62,3.7381,-7.7703e-4,3.7381,-0.01191,4.4751,6.7564,28.61,-80.6,9.7919,0.017643,7.3427e-8,-0.0069562,-6.645e-5,454.97,51.383,0.060469,0.0015335,730.52,651.06,1.2032,0.53208,11432008,123.19,28.396,0.41623,0.41623,0.24509,0.014338,0.1568,0.003437,0.0043666,-1.8587e-4,0,0,0,0,-1.829e-5,0.023164,66.04,34.253,87.994,-0.026509,NaN,14.515,1004.5,340.09,0.05,0.018049
0.88166,275.43,190.64,191.68,190.7,191.75,4.4941,-0.0011954,4.4941,-0.01524,4.7443,5.1621,28.61,-80.6,9.7919,0.051867,7.3781e-8,0.0012882,-7.4451e-5,451.37,47.779,0.06033,0.0015331,730.8,649.56,1.2302,0.56097,12042894,122.89,31.928,0.42149,0.4215,0.24429,0.016291,0.16091,0.01014,0.011976,-1.3841e-4,0,0,0,0,5.6439e-7,0.024419,66.04,34.253,88.042,-0.023276,NaN,14.454,1003.4,340.06,0.05,0.018533
0.93166,307.48,200.1,184.49,200.16,184.65,5.2972,-0.0016554,5.2972,-0.017905,5.0661,7.5169,28.61,-80.6,9.7919,0.019275,8.8402e-8,-0.0034565,-1.9508e-4,447.46,43.87,0.060175,0.0015327,731.55,647.91,1.2665,0.58884,1.263e7,122.6,35.595,0.42697,0.42697,0.24348,0.018408,0.16508,0.003775,0.005155,1.3861e-4,0,0,0,0,-3.6887e-6,0.02563,66.04,34.253,87.984,0.026316,NaN,14.391,1002.3,340.02,0.05,0.019108
0.98166,341.05,209.18,176.32,209.25,176.46,6.1606,-0.0018092,6.1606,-0.016826,5.4462,6.976,28.61,-80.6,9.7919,0.010054,2.0793e-8,7.3446e-4,3.8371e-5,443.55,39.962,0.060019,0.0015323,732.23,646.24,1.3021,0.61566,13193628,121.99,39.38,0.43264,0.43264,0.24267,0.020696,0.16927,0.0019741,0.0021055,4.3495e-4,0,0,0,0,1.524e-7,0.026794,66.04,34.253,87.97,-0.0025637,NaN,14.324,1001.1,339.98,0.05,0.019554
1.0317,376.08,217.85,164.86,217.92,164.98,7.0807,-0.0020962,7.0807,-0.016962,5.7706,6.4508,28.61,-80.6,9.7918,0.0074888,-1.0935e-8,0.0011403,-6.0961e-5,439.69,36.098,0.059862,0.0015319,732.9,644.55,1.3379,0.64124,13728904,120.09,43.241,0.43846,0.43846,0.24186,0.023147,0.17345,0.0014743,0.002147,1.1528e-4,0,0,0,0,3.3873e-7,0.027905,66.04,34.253,87.984,-0.034371,NaN,14.255,999.81,339.94,0.05,0.02
1.0817,412.49,225.93,152.91,226.02,152.99,8.0527,-0.0026932,8.0527,-0.019162,6.0687,5.0844,28.61,-80.6,9.7918,0.010945,-2.4892e-8,-0.0013406,-1.9101e-5,435.9,32.308,0.059705,0.0015315,733.55,642.86,1.3733,0.66512,14226341,118.04,47.08,0.4443,0.4443,0.24107,0.025715,0.17751,0.0021607,0.0028744,3.1202e-4,0,0,0,0,-4.3522e-7,0.028941,66.04,34.253,88.015,-0.023492,NaN,14.183,998.5,339.89,0.05,0.020326
1.1317,450.17,233.42,140.87,233.51,140.94,9.0681,-0.0030683,9.0681,-0.019387,6.3145,4.2519,28.61,-80.6,9.7918,0.018439,-5.6722e-8,0.0015134,2.3674e-5,432.14,28.548,0.059547,0.0015311,734.18,641.16,1.4084,0.68726,14684891,115.99,50.854,0.4501,0.4501,0.24032,0.028378,0.1814,0.0036504,0.0055287,-4.5592e-4,0,0,0,0,5.1964e-7,0.0299,66.04,34.253,88.009,-0.006007,NaN,14.108,997.16,339.85,0.05,0.021076
1.1817,489.03,240.3,128.94,240.39,129.07,10.124,-0.003409,10.124,-0.019293,6.577,5.7545,28.61,-80.6,9.7917,0.015605,-4.5076e-8,-0.0010567,1.0279e-4,428.38,24.788,0.059386,0.0015307,734.84,639.43,1.4447,0.70763,15104174,114,54.52,0.45581,0.45581,0.2396,0.03111,0.1851,0.0030969,0.0043736,-9.4476e-5,0,0,0,0,-2.3902e-7,0.030783,66.04,34.253,87.969,-0.015601,NaN,14.031,995.77,339.8,0.05,0.021458
1.2317,528.97,246.59,117.82,246.69,117.9,11.226,-0.0039292,11.226,-0.020054,6.8319,4.4105,28.61,-80.6,9.7917,0.0010144,1.4518e-8,-5.8547e-4,7.9987e-4,424.67,21.081,0.059226,0.0015303,735.54,637.7,1.4816,0.72625,15484960,112.27,58.046,0.46138,0.46138,0.23893,0.033887,0.18857,2.0171e-4,-1.7468e-4,2.1889e-4,0,0,0,0,-6.9683e-8,0.031589,66.04,34.253,87.989,0.0068358,NaN,13.952,994.34,339.75,0.05,0.021838
1.2817,569.9,252.33,114.04,252.43,114.07,12.362,-0.0041241,12.362,-0.019114,7.0233,2.862,28.61,-80.6,9.7916,0.023629,7.3026e-8,0.0019244,-2.1489e-4,421.05,17.463,0.059066,0.0015299,736,635.97,1.5146,0.74327,1.583e7,113.57,61.423,0.46681,0.46681,0.2383,0.036698,0.19182,0.0047119,0.0069363,-2.0157e-4,0,0,0,0,7.1896e-7,0.032323,66.04,34.253,87.98,0.0073865,NaN,13.871,992.88,339.7,0.05,0.022326
1.3317,611.75,257.87,116.63,257.97,116.77,13.53,-0.0040793,13.53,-0.017275,7.2445,5.8237,28.61,-80.6,9.7916,0.019065,2.9743e-8,-0.0012305,-4.3794e-6,417.44,13.851,0.058904,0.0015295,736.61,634.22,1.5503,0.7597,16161889,117.67,64.84,0.4724,0.4724,0.23767,0.039701,0.19503,0.0038097,0.0058197,-2.8497e-4,0,0,0,0,-2.8144e-7,0.033033,66.04,34.253,87.915,-0.0026289,NaN,13.788,991.38,339.65,0.05,0.02267
1.3817,654.52,263.53,72.615,263.63,72.657,14.739,-0.0038887,14.739,-0.015117,7.4614,2.4885,28.61,-80.6,9.7916,0.0071802,-6.7865e-8,0.0019912,6.8269e-4,413.77,10.181,0.058737,0.0015291,737.29,632.41,1.5881,0.7765,1.65e7,102.62,68.51,0.47852,0.47852,0.23702,0.043116,0.19838,0.0014377,0.0021509,-2.878e-4,0,0,0,0,7.0567e-7,0.033758,66.04,34.253,87.918,-0.058125,NaN,13.703,989.85,339.6,0.05,0.023218
1.4317,698.04,267.04,-3.695,267.15,3.8328,15.975,-0.0043531,15.975,-0.015612,7.6211,1.0185,28.61,-80.6,9.7915,0.011569,-1.7408e-8,-3.6554e-4,-8.822e-5,410.29,6.7036,0.058577,0.0015288,737.66,630.67,1.62,0.78698,16702895,73.372,70.856,0.48258,0.48258,0.23661,0.045453,0.20051,0.0023202,0.0039426,1.6298e-4,0,0,0,0,-2.3161e-8,0.034209,66.04,34.253,87.89,0.065086,NaN,13.617,988.3,339.55,0.05,0.023622
1.4817,741.83,266.87,-57.875,266.98,57.939,17.227,-0.0042741,17.227,-0.014215,7.6171,2.7295,28.61,-80.6,9.7915,0.012885,5.5219e-8,0.0019467,-4.7924e-4,407.53,3.9395,0.058447,0.0015285,737.63,629.26,1.641,0.78662,16675202,51.035,70.657,0.48243,0.48243,0.23662,0.045369,0.20044,0.0025841,0.0042458,-2.8592e-4,0,0,0,0,6.5765e-7,0.034187,66.04,34.253,87.892,0.030326,NaN,13.53,986.73,339.5,0.05,0.024038
1.5317,785.38,264.09,-114.33,264.2,114.38,18.469,-0.0043168,18.469,-0.013392,7.5455,3.358,28.61,-80.6,9.7914,0.0085907,-9.2805e-8,-3.7274e-4,-1.1498e-4,405.56,1.974,0.058354,0.0015283,737.36,628.25,1.6522,0.77856,16484595,26.24,68.658,0.4793,0.4793,0.23694,0.043561,0.1988,0.0017207,0.0025944,-4.8698e-4,0,0,0,0,-2.4622e-8,0.033831,66.04,34.253,87.846,0.0046526,NaN,13.444,985.17,339.45,0.05,0.024507
1.5817,828.25,258.6,-153.5,258.7,153.59,19.691,-0.0042251,19.691,-0.012294,7.3529,5.4097,28.61,-80.6,9.7914,0.0018501,-3.2166e-8,-6.0179e-4,6.8045e-4,404.3,0.70801,0.058293,0.0015282,736.81,627.59,1.6538,0.76248,16125231,6.7977,64.937,0.47339,0.47339,0.23757,0.04024,0.19558,3.6968e-4,2.5116e-4,1.6085e-4,0,0,0,0,-6.6933e-8,0.033127,66.04,34.253,87.843,-0.025906,NaN,13.359,983.64,339.39,0.05,0.024902
1.6317,870.05,251.21,-154.99,251.31,155.08,20.876,-0.0044027,20.876,-0.012084,7.0964,5.2083,28.61,-80.6,9.7914,0.0049381,1.0001e-8,-1.6632e-4,-1.1787e-4,403.75,0.1637,0.058267,0.0015281,736.02,627.31,1.6462,0.74082,15649019,1.59,60.252,0.46601,0.46601,0.23839,0.036275,0.19135,9.8388e-4,0.0013469,-2.138e-4,0,0,0,0,-5.4174e-9,0.032181,66.04,34.253,87.834,7.1364e-4,NaN,13.276,982.15,339.34,0.05,0.025293
1.6817,910.64,243.74,-147.87,243.84,147.96,22.019,-0.0045164,22.019,-0.011752,6.838,4.998,28.61,-80.6,9.7913,0.0043594,2.8419e-8,4.9203e-4,-6.0436e-4,403.62,0.029828,0.058261,0.0015281,735.28,627.24,1.636,0.71888,15168751,0.049835,55.817,0.45913,0.45913,0.23919,0.032754,0.18718,8.6608e-4,0.0017259,-1.1617e-4,0,0,0,0,5.0365e-8,0.031223,66.04,34.253,87.846,-0.057208,NaN,13.196,980.7,339.3,0.05,0.025619
# Event BURNOUT occurred at t=1.7317 seconds
1.7317,950.03,236.6,-138.14,236.69,138.22,23.12,-0.004922,23.12,-0.012197,6.5922,4.585,28.61,-80.6,9.7913,0.0049316,2.3381e-8,9.159e-4,-5.7724e-4,403.59,0.0021661,0.05826,0.0015281,734.59,627.22,1.6258,0.69791,1.471e7,0,51.834,0.45303,0.45303,0.23994,0.02977,0.18332,9.7722e-4,0.0013884,-1.8554e-4,0,0,0,0,1.8522e-7,0.030309,66.04,34.253,87.865,-0.09293,NaN,13.118,979.29,339.25,0.05,0.026025
1.7817,988.29,229.92,-129.39,230,129.5,24.183,-0.0056106,24.183,-0.013293,6.3523,5.2679,28.61,-80.6,9.7913,0.015475,0,-2.46e-4,6.2568e-6,403.59,0,0.05826,0.0015281,733.92,627.22,1.6157,0.67828,14281394,0,48.315,0.4477,0.4477,0.24063,0.027262,0.17981,0.0030601,0.0054029,1.084e-4,0,0,0,0,-1.4149e-8,0.029452,66.04,34.253,87.884,-0.030398,NaN,13.042,977.92,339.2,0.05,0.02643
