# Simulation 3 (Up to date)
# 650 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (21.9 m/s)
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
6.6817,2702,48.084,-13.97,48.093,13.974,64.303,-0.0018126,64.303,-0.0016151,0.92862,0.33343,28.61,-80.6,9.7896,0.029494,-2.4878e-8,0.005782,-3.8685e-6,403.59,0,0.05826,0.0015281,727.73,627.22,1.522,0.14291,2869632,0,1.692,0.37613,0.37614,0.25171,0.0017649,0.12266,0.0056292,0.0086954,2.2766e-4,0,0,0,0,1.7824e-4,0.0061579,66.04,34.253,86.381,0.017534,NaN,9.6467,918.46,337.14,0.05,0.079338
6.7317,2709.9,47.389,-13.842,47.398,13.849,64.453,-0.0016588,64.453,-0.0014746,0.90888,0.43279,28.61,-80.6,9.7896,0.078416,-2.4683e-8,0.0064601,-8.7077e-6,403.59,0,0.05826,0.0015281,727.44,627.22,1.5176,0.14087,2828105,0,1.6433,0.37605,0.37606,0.25173,0.0017426,0.12258,0.014986,0.022707,-2.8829e-4,0,0,0,0,2.2899e-4,0.0060688,66.04,34.253,86.271,0.018341,NaN,9.6312,918.19,337.14,0.05,0.079587
6.7817,2717.6,46.7,-13.728,46.708,13.733,64.601,-0.0015045,64.601,-0.0013344,0.8879,0.35788,28.61,-80.6,9.7896,0.043065,-2.479e-8,0.0072792,-1.7143e-5,403.59,0,0.05826,0.0015281,727.64,627.22,1.5206,0.13884,2786740,0,1.5955,0.37597,0.37597,0.25174,0.0017208,0.12251,0.0082217,0.012162,-4.8963e-4,0,0,0,0,2.9933e-4,0.0059805,66.04,34.253,86.147,0.018431,NaN,9.6159,917.93,337.13,0.05,0.079857
6.8317,2725.2,46.016,-13.631,46.024,13.631,64.745,-0.0013491,64.745,-0.0011938,0.87592,0.066175,28.61,-80.6,9.7896,0.10596,-2.4498e-8,-0.0070936,-2.4083e-6,403.59,0,0.05826,0.0015281,727.27,627.22,1.515,0.13681,2745361,0,1.5484,0.37589,0.3759,0.25176,0.0016993,0.12243,0.020265,0.030832,-3.9916e-4,0,0,0,0,-2.9278e-4,0.0058929,66.04,34.253,86.015,0.018384,NaN,9.6008,917.67,337.12,0.05,0.08015
6.8817,2732.7,45.337,-13.505,45.345,13.507,64.889,-0.001192,64.889,-0.0010525,0.87266,0.27315,28.61,-80.6,9.7896,5.6201e-4,-2.4339e-8,0,0,403.59,0,0.05826,0.0015281,727.88,627.22,1.5242,0.13483,2705100,0,1.5031,0.37581,0.37581,0.25177,0.0016786,0.12236,1.0716e-4,1.0648e-4,3.9072e-4,0,0,0,0,0,0.005806,66.04,34.253,85.9,0.018835,NaN,9.586,917.41,337.11,0.05,0.080445
6.9317,2740.1,44.665,-13.409,44.673,13.409,65.031,-0.0010332,65.031,-9.1033e-4,0.85754,0.063947,28.61,-80.6,9.7896,0.1129,-2.436e-8,-0.0061049,-5.7393e-6,403.59,0,0.05826,0.0015281,727.22,627.22,1.5143,0.13284,2664489,0,1.4583,0.37574,0.37575,0.25178,0.0016581,0.12229,0.021593,0.032502,-4.8823e-6,0,0,0,0,-2.3005e-4,0.0057199,66.04,34.253,85.789,0.019323,NaN,9.5714,917.16,337.1,0.05,0.080878
6.9817,2747.3,43.996,-13.333,44.005,13.339,65.172,-8.7206e-4,65.172,-7.6667e-4,0.86676,0.38455,28.61,-80.6,9.7896,0.36463,-2.3868e-8,-0.0036051,-3.0163e-6,403.59,0,0.05826,0.0015281,725.77,627.22,1.4923,0.13083,2623616,0,1.4143,0.37566,0.37581,0.2518,0.0016378,0.12222,0.070231,0.10502,3.4944e-4,0,0,0,0,-8.2714e-5,0.0056344,66.04,34.253,85.698,0.019391,NaN,9.557,916.91,337.09,0.05,0.081197
7.0317,2754.5,43.332,-13.24,43.341,13.251,65.316,-7.0883e-4,65.316,-6.218e-4,0.89167,0.55157,28.61,-80.6,9.7896,0.46726,-2.2822e-8,5.5062e-4,-8.4735e-6,403.59,0,0.05826,0.0015281,725.19,627.22,1.4834,0.12884,2583311,0,1.3715,0.37559,0.37584,0.25181,0.0016181,0.12216,0.090253,0.13415,-4.4749e-4,0,0,0,0,1.9894e-6,0.0055494,66.04,34.253,85.67,0.017871,NaN,9.5428,916.67,337.08,0.05,0.081497
7.0817,2761.6,42.673,-13.112,42.682,13.115,65.464,-5.4502e-4,65.464,-4.7702e-4,0.91491,0.25476,28.61,-80.6,9.7896,0.30109,-2.1531e-8,0.0044694,-1.5299e-6,403.59,0,0.05826,0.0015281,726.13,627.22,1.4977,0.1269,2543941,0,1.3294,0.37552,0.37562,0.25182,0.0015991,0.12209,0.057886,0.086717,8.4443e-5,0,0,0,0,1.3512e-4,0.0054651,66.04,34.253,85.717,0.017114,NaN,9.5288,916.43,337.07,0.05,0.081825
7.1317,2768.5,42.02,-12.983,42.03,12.984,65.615,-3.8193e-4,65.615,-3.3351e-4,0.91729,0.11517,28.61,-80.6,9.7896,0.07604,-2.0787e-8,0.0060775,-1.4362e-6,403.59,0,0.05826,0.0015281,727.42,627.22,1.5172,0.12499,2505018,0,1.2887,0.37545,0.37545,0.25184,0.0015807,0.12203,0.014527,0.021753,-2.0604e-4,0,0,0,0,2.5758e-4,0.0053817,66.04,34.253,85.815,0.017738,NaN,9.515,916.19,337.07,0.05,0.082146
7.1817,2775.3,41.374,-12.875,41.384,12.877,65.764,-2.1935e-4,65.764,-1.911e-4,0.90675,0.24171,28.61,-80.6,9.7896,0.01061,-2.0851e-8,-0.0061806,6.5518e-6,403.59,0,0.05826,0.0015281,727.79,627.22,1.5229,0.12306,2465996,0,1.2487,0.37538,0.37538,0.25185,0.0015624,0.12197,0.0020232,0.0032662,-2.0051e-4,0,0,0,0,-2.748e-4,0.0052989,66.04,34.253,85.927,0.01954,NaN,9.5015,915.96,337.06,0.05,0.082894
7.2317,2782.1,40.733,-12.763,40.743,12.772,65.912,-5.673e-5,65.912,-4.9314e-5,0.89082,0.473,28.61,-80.6,9.7896,0.17063,-2.1016e-8,-0.0056232,-2.485e-6,403.59,0,0.05826,0.0015281,726.86,627.22,1.5088,0.12117,2427543,0,1.2101,0.37531,0.37535,0.25186,0.0015447,0.12191,0.032681,0.050005,-3.0124e-4,0,0,0,0,-2.3465e-4,0.0052168,66.04,34.253,86.035,0.021285,NaN,9.4881,915.73,337.05,0.05,0.083288
7.2817,2788.7,40.097,-12.669,40.107,12.678,66.056,1.0671e-4,66.056,9.2559e-5,0.8642,0.46842,28.61,-80.6,9.7896,0.18038,-2.0396e-8,-0.0038373,2.8801e-6,403.59,0,0.05826,0.0015281,726.8,627.22,1.5079,0.11927,2389048,0,1.172,0.37525,0.37529,0.25187,0.0015273,0.12185,0.034556,0.051909,-2.6874e-4,0,0,0,0,-1.1278e-4,0.0051353,66.04,34.253,86.12,0.022038,NaN,9.475,915.5,337.04,0.05,0.083763
7.3317,2795.2,39.466,-12.574,39.475,12.585,66.196,2.7064e-4,66.196,2.3425e-4,0.84183,0.51949,28.61,-80.6,9.7896,0.22792,-1.9378e-8,-0.0024629,3.4715e-6,403.59,0,0.05826,0.0015281,726.52,627.22,1.5037,0.11739,2351034,0,1.135,0.37518,0.37524,0.25188,0.0015104,0.12179,0.04372,0.065485,-2.1177e-4,0,0,0,0,-4.7963e-5,0.0050545,66.04,34.253,86.177,0.02168,NaN,9.4621,915.28,337.03,0.05,0.084433
7.3817,2801.7,38.84,-12.48,38.848,12.496,66.332,4.3418e-4,66.332,3.7504e-4,0.81252,0.6315,28.61,-80.6,9.7896,0.32021,-1.8437e-8,-2.8596e-4,5.396e-6,403.59,0,0.05826,0.0015281,725.99,627.22,1.4956,0.11554,2313552,0,1.1002,0.37544,0.37556,0.25221,0.0014939,0.12174,0.061581,0.091714,4.1461e-4,0,0,0,0,-6.6749e-7,0.0049742,66.04,34.253,86.203,0.020662,NaN,9.4494,915.06,337.03,0.05,0.085463
7.4317,2808,38.218,-12.395,38.226,12.414,66.462,5.9652e-4,66.462,5.1425e-4,0.77972,0.67542,28.61,-80.6,9.7895,0.3663,-1.8834e-8,0.0022923,-3.254e-6,403.59,0,0.05826,0.0015281,725.72,627.22,1.4916,0.1137,2276338,0,1.0673,0.37613,0.37629,0.25297,0.0014779,0.12168,0.070533,0.1049,1.976e-4,0,0,0,0,4.4289e-5,0.0048945,66.04,34.253,86.185,0.020436,NaN,9.4368,914.85,337.02,0.05,0.085829
7.4817,2814.2,37.6,-12.317,37.608,12.333,66.587,7.5767e-4,66.587,6.5194e-4,0.74644,0.63543,28.61,-80.6,9.7895,0.34997,-1.7988e-8,0.0049276,-8.5912e-6,403.59,0,0.05826,0.0015281,725.81,627.22,1.4929,0.11187,2239340,0,1.0349,0.37683,0.37698,0.25374,0.0014622,0.12163,0.067357,0.10005,1.8615e-4,0,0,0,0,2.1142e-4,0.0048153,66.04,34.253,86.12,0.021815,NaN,9.4245,914.64,337.01,0.05,0.086104
7.5317,2820.3,36.986,-12.254,36.993,12.26,66.708,9.1852e-4,66.708,7.8893e-4,0.71957,0.37282,28.61,-80.6,9.7895,0.15547,-1.8627e-8,0.0068854,-1.9366e-5,403.59,0,0.05826,0.0015281,726.92,627.22,1.5097,0.11004,2202187,0,1.0026,0.37756,0.37759,0.25454,0.0014467,0.12157,0.029759,0.044179,2.3624e-4,0,0,0,0,4.267e-4,0.0047366,66.04,34.253,86.012,0.02398,NaN,9.4124,914.43,337,0.05,0.086364
7.5817,2826.3,36.375,-12.193,36.382,12.194,66.824,0.0010809,66.824,9.2674e-4,0.708,0.13342,28.61,-80.6,9.7895,0.036347,-1.8681e-8,-0.0071735,-5.195e-5,403.59,0,0.05826,0.0015281,727.61,627.22,1.5201,0.10821,2165300,0,0.97119,0.37829,0.37829,0.25534,0.0014315,0.12152,0.0069339,0.011206,4.2611e-4,0,0,0,0,-4.7893e-4,0.0046583,66.04,34.253,85.883,0.026363,NaN,9.4005,914.22,337,0.05,0.086609
7.6317,2832.2,35.767,-12.139,35.774,12.14,66.94,0.0012461,66.94,0.0010665,0.70755,0.16644,28.61,-80.6,9.7895,0.2915,-1.8443e-8,-0.0062374,5.4896e-6,403.59,0,0.05826,0.0015281,726.13,627.22,1.4978,0.10639,2128440,0,0.94062,0.37905,0.37915,0.25616,0.0014167,0.12147,0.056005,0.084172,-6.3825e-5,0,0,0,0,-3.7463e-4,0.0045805,66.04,34.253,85.76,0.028803,NaN,9.3888,914.02,336.99,0.05,0.086873
7.6817,2838.1,35.161,-12.072,35.168,12.074,67.057,0.0014159,67.057,0.0012098,0.7204,0.24342,28.61,-80.6,9.7895,0.36689,-1.8123e-8,-0.0038796,7.0369e-6,403.59,0,0.05826,0.0015281,725.7,627.22,1.4912,0.10459,2092149,0,0.91089,0.37981,0.37997,0.25698,0.0014023,0.12142,0.070638,0.105,3.8373e-5,0,0,0,0,-1.4996e-4,0.004503,66.04,34.253,85.668,0.03187,NaN,9.3772,913.82,336.98,0.05,0.087121
7.7317,2843.8,34.56,-11.992,34.567,11.992,67.176,0.0015918,67.176,0.0013577,0.73007,0.13779,28.61,-80.6,9.7895,0.28129,-1.8089e-8,-0.0018769,8.6013e-6,403.59,0,0.05826,0.0015281,726.18,627.22,1.4986,0.10282,2056408,0,0.88176,0.38058,0.38067,0.25781,0.0013883,0.12137,0.054026,0.080505,8.8833e-5,0,0,0,0,-3.6318e-5,0.004426,66.04,34.253,85.617,0.034739,NaN,9.3659,913.63,336.97,0.05,0.087778
7.7817,2849.4,33.962,-11.911,33.97,11.911,67.297,0.0017749,67.297,0.0015112,0.73385,0.011539,28.61,-80.6,9.7895,0.16837,-1.7655e-8,-5.3372e-4,6.746e-6,403.59,0,0.05826,0.0015281,726.83,627.22,1.5083,0.10106,2020913,0,0.85329,0.38136,0.38139,0.25866,0.0013747,0.12133,0.032236,0.048196,-3.3088e-4,0,0,0,0,-3.0401e-6,0.0043496,66.04,34.253,85.597,0.037191,NaN,9.3548,913.44,336.97,0.05,0.088202
7.8317,2854.9,33.368,-11.836,33.376,11.837,67.417,0.0019659,67.417,0.0016707,0.73204,0.062553,28.61,-80.6,9.7895,0.096955,-1.7499e-8,1.67e-4,6.5698e-6,403.59,0,0.05826,0.0015281,727.24,627.22,1.5145,0.099308,1985509,0,0.82542,0.38216,0.38217,0.25951,0.0013614,0.12128,0.018525,0.027978,2.7011e-4,0,0,0,0,3.0827e-7,0.0042736,66.04,34.253,85.594,0.038984,NaN,9.3438,913.25,336.96,0.05,0.088522
7.8817,2860.4,32.779,-11.75,32.787,11.754,67.537,0.0021643,67.537,0.0018361,0.72444,0.32378,28.61,-80.6,9.7895,0.17009,-1.751e-8,-2.0391e-4,1.021e-6,403.59,0,0.05826,0.0015281,726.81,627.22,1.5081,0.097589,1950844,0,0.79866,0.38296,0.383,0.26037,0.0013486,0.12124,0.032564,0.048701,1.6326e-4,0,0,0,0,-4.7596e-7,0.004198,66.04,34.253,85.6,0.039492,NaN,9.3331,913.06,336.95,0.05,0.08883
7.9317,2865.7,32.193,-11.674,32.201,11.683,67.654,0.0023694,67.654,0.0020067,0.7027,0.45526,28.61,-80.6,9.7895,0.31813,-1.7513e-8,0.0013316,7.6529e-7,403.59,0,0.05826,0.0015281,725.96,627.22,1.4952,0.095869,1916176,0,0.77243,0.38378,0.3839,0.26125,0.001336,0.12119,0.061158,0.091149,3.5369e-4,0,0,0,0,2.1031e-5,0.004123,66.04,34.253,85.591,0.039064,NaN,9.3225,912.88,336.95,0.05,0.08913
7.9817,2870.9,31.611,-11.614,31.618,11.62,67.767,0.00258,67.767,0.0021814,0.681,0.39433,28.61,-80.6,9.7895,0.26843,-1.7651e-8,0.0028868,-3.1811e-6,403.59,0,0.05826,0.0015281,726.24,627.22,1.4994,0.094136,1881250,0,0.74619,0.38464,0.38472,0.26216,0.0013235,0.12115,0.051531,0.077466,-2.404e-4,0,0,0,0,1.0253e-4,0.0040484,66.04,34.253,85.552,0.037969,NaN,9.3121,912.71,336.94,0.05,0.089421
8.0317,2876.1,31.032,-11.564,31.039,11.566,67.877,0.0027948,67.877,0.0023591,0.66512,0.20382,28.61,-80.6,9.7895,0.067588,-1.767e-8,0.0038311,-1.092e-5,403.59,0,0.05826,0.0015281,727.4,627.22,1.5169,0.092394,1846172,0,0.72018,0.38551,0.38552,0.26309,0.0013112,0.12111,0.012902,0.019175,1.269e-5,0,0,0,0,1.8745e-4,0.0039742,66.04,34.253,85.49,0.035801,NaN,9.302,912.53,336.94,0.05,0.089715
8.0817,2881.1,30.455,-11.507,30.462,11.508,67.986,0.003012,67.986,0.0025384,0.65821,0.13764,28.61,-80.6,9.7895,0.0044468,-1.7692e-8,-0.0037981,-9.0221e-5,403.59,0,0.05826,0.0015281,727.76,627.22,1.5224,0.090678,1811619,0,0.69513,0.3864,0.3864,0.26403,0.0012993,0.12107,8.4732e-4,0.0012385,-4.7592e-4,0,0,0,0,-1.9128e-4,0.0039003,66.04,34.253,85.421,0.032295,NaN,9.292,912.36,336.93,0.05,0.090035
8.1317,2886,29.881,-11.451,29.888,11.451,68.093,0.0032296,68.093,0.0027175,0.652,0.075974,28.61,-80.6,9.7895,0.076526,-1.7698e-8,-0.0037089,-5.6264e-6,403.59,0,0.05826,0.0015281,727.34,627.22,1.516,0.08897,1777254,0,0.67065,0.38731,0.38731,0.26499,0.0012877,0.12103,0.014611,0.022725,-2.9046e-4,0,0,0,0,-1.8948e-4,0.0038269,66.04,34.253,85.353,0.028783,NaN,9.2822,912.19,336.92,0.05,0.090479
8.1817,2890.9,29.31,-11.396,29.317,11.396,68.2,0.0034457,68.2,0.0028948,0.65017,0.015429,28.61,-80.6,9.7895,0.15234,-1.7773e-8,-0.0031506,-5.3628e-6,403.59,0,0.05826,0.0015281,726.9,627.22,1.5093,0.087269,1743036,0,0.64672,0.38823,0.38826,0.26597,0.0012764,0.12099,0.029147,0.044509,-4.7913e-4,0,0,0,0,-1.4212e-4,0.0037538,66.04,34.253,85.291,0.02508,NaN,9.2726,912.02,336.92,0.05,0.090869
8.2317,2895.7,28.741,-11.338,28.749,11.338,68.307,0.0036586,68.307,0.0030688,0.64957,0.021868,28.61,-80.6,9.7895,0.14539,-1.7637e-8,-0.0024798,6.9698e-8,403.59,0,0.05826,0.0015281,726.93,627.22,1.5099,0.085585,1709171,0,0.62339,0.38918,0.3892,0.26696,0.0012654,0.12095,0.027811,0.041868,-3.2584e-4,0,0,0,0,-9.1541e-5,0.003681,66.04,34.253,85.24,0.02198,NaN,9.2631,911.86,336.91,0.05,0.091168
8.2817,2900.3,28.176,-11.275,28.183,11.275,68.413,0.003867,68.413,0.0032386,0.64697,0.10148,28.61,-80.6,9.7895,0.036809,-1.7558e-8,-0.0020514,4.0651e-5,403.59,0,0.05826,0.0015281,727.56,627.22,1.5194,0.083921,1675713,0,0.60072,0.39013,0.39014,0.26796,0.0012547,0.12092,0.0070197,0.010426,2.232e-4,0,0,0,0,-6.5157e-5,0.0036086,66.04,34.253,85.2,0.01955,NaN,9.2539,911.7,336.91,0.05,0.091522
8.3317,2904.9,27.614,-11.208,27.621,11.211,68.519,0.00407,68.519,0.0034034,0.63854,0.25326,28.61,-80.6,9.7895,0.18406,-1.7648e-8,0.0022877,1.6234e-5,403.59,0,0.05826,0.0015281,726.71,627.22,1.5064,0.08228,1642732,0,0.57885,0.3911,0.39115,0.26898,0.0012444,0.12088,0.035245,0.052819,3.7045e-4,0,0,0,0,8.4301e-5,0.0035367,66.04,34.253,85.162,0.017989,NaN,9.2448,911.55,336.9,0.05,0.091863
8.3817,2909.4,27.055,-11.155,27.062,11.158,68.622,0.0042673,68.622,0.003563,0.62463,0.22948,28.61,-80.6,9.7895,0.16159,-1.7724e-8,0.0031438,1.9158e-5,403.59,0,0.05826,0.0015281,726.83,627.22,1.5084,0.080619,1609368,0,0.55704,0.39211,0.39214,0.27003,0.0012342,0.12084,0.030922,0.046816,-3.3952e-4,0,0,0,0,1.6583e-4,0.0034651,66.04,34.253,85.113,0.017487,NaN,9.2359,911.4,336.9,0.05,0.092252
8.4317,2913.8,26.498,-11.112,26.505,11.112,68.724,0.0044592,68.724,0.0037177,0.61622,0.11195,28.61,-80.6,9.7894,0.0091835,-1.7742e-8,-0.0033924,3.6921e-4,403.59,0,0.05826,0.0015281,727.71,627.22,1.5217,0.078948,1575815,0,0.53548,0.39316,0.39316,0.27112,0.0012241,0.12081,0.0017499,0.0026831,-5.1401e-5,0,0,0,0,-2.0136e-4,0.0033938,66.04,34.253,85.053,0.017276,NaN,9.2272,911.25,336.89,0.05,0.092651
8.4817,2918.1,25.944,-11.065,25.951,11.065,68.825,0.0046459,68.825,0.0038676,0.61251,0.055358,28.61,-80.6,9.7894,0.096264,-1.7756e-8,-0.003178,3.511e-5,403.59,0,0.05826,0.0015281,727.2,627.22,1.514,0.077294,1542614,0,0.5146,0.39422,0.39423,0.27223,0.0012144,0.12078,0.018387,0.027693,-1.9495e-4,0,0,0,0,-1.8436e-4,0.0033228,66.04,34.253,84.994,0.017367,NaN,9.2187,911.1,336.89,0.05,0.092965
8.5317,2922.3,25.392,-11.019,25.399,11.019,68.925,0.0048278,68.925,0.0040133,0.61083,0.0010544,28.61,-80.6,9.7894,0.18673,-1.774e-8,-0.0027388,2.1664e-5,403.59,0,0.05826,0.0015281,726.68,627.22,1.506,0.075646,1509547,0,0.49421,0.39531,0.39535,0.27336,0.0012049,0.12074,0.035757,0.053668,2.0007e-4,0,0,0,0,-1.4296e-4,0.0032522,66.04,34.253,84.94,0.018548,NaN,9.2104,910.96,336.88,0.05,0.093262
8.5817,2926.4,24.842,-10.965,24.849,10.965,69.025,0.0050058,69.025,0.0041552,0.61055,0.05622,28.61,-80.6,9.7894,0.091378,-1.7788e-8,-0.0021636,2.605e-5,403.59,0,0.05826,0.0015281,727.23,627.22,1.5143,0.074025,1477026,0,0.47447,0.39641,0.39642,0.27451,0.0011958,0.12071,0.017451,0.026188,-3.0305e-4,0,0,0,0,-9.317e-5,0.0031818,66.04,34.253,84.896,0.020433,NaN,9.2022,910.82,336.88,0.05,0.093528
8.6317,2930.4,24.295,-10.902,24.303,10.904,69.125,0.0051808,69.125,0.0042942,0.60371,0.24295,28.61,-80.6,9.7894,0.2555,-1.773e-8,0.002335,-8.4751e-6,403.59,0,0.05826,0.0015281,726.28,627.22,1.5,0.072442,1445262,0,0.45567,0.39752,0.3976,0.27565,0.001187,0.12068,0.049018,0.073555,4.6507e-4,0,0,0,0,1.1331e-4,0.0031118,66.04,34.253,84.857,0.022725,NaN,9.1942,910.68,336.87,0.05,0.093775
8.6817,2934.4,23.752,-10.846,23.759,10.852,69.223,0.0053538,69.223,0.0044313,0.58789,0.34633,28.61,-80.6,9.7894,0.46968,-1.7816e-8,0.0034943,-1.3938e-5,403.59,0,0.05826,0.0015281,725.06,627.22,1.4815,0.070853,1413421,0,0.43731,0.39867,0.39894,0.27684,0.0011784,0.12065,0.090646,0.13353,-1.9332e-4,0,0,0,0,2.6527e-4,0.0030422,66.04,34.253,84.806,0.025447,NaN,9.1864,910.54,336.87,0.05,0.094032
8.7317,2938.2,23.21,-10.808,23.217,10.811,69.318,0.0055258,69.318,0.0045674,0.57169,0.25352,28.61,-80.6,9.7894,0.31307,-1.7776e-8,0.0047073,-1.517e-5,403.59,0,0.05826,0.0015281,725.95,627.22,1.4949,0.06923,1380885,0,0.41855,0.39988,0.4,0.27809,0.0011699,0.12062,0.060158,0.089704,7.5917e-5,0,0,0,0,5.0428e-4,0.0029728,66.04,34.253,84.731,0.028025,NaN,9.1788,910.41,336.86,0.05,0.094383
8.7817,2942,22.671,-10.779,22.678,10.779,69.411,0.0056977,69.411,0.0047032,0.56338,0.070754,28.61,-80.6,9.7894,0.052666,-1.7793e-8,-0.0050853,-5.6934e-6,403.59,0,0.05826,0.0015281,727.44,627.22,1.5176,0.06759,1348034,0,0.40004,0.40114,0.40114,0.27938,0.0011614,0.12059,0.010046,0.016219,1.3652e-4,0,0,0,0,-6.1744e-4,0.0029037,66.04,34.253,84.642,0.030413,NaN,9.1713,910.28,336.86,0.05,0.094688
8.8317,2945.7,22.133,-10.742,22.14,10.742,69.503,0.0058703,69.503,0.0048393,0.56275,0.0011802,28.61,-80.6,9.7894,0.20921,-1.7769e-8,-0.0046308,5.0875e-6,403.59,0,0.05826,0.0015281,726.54,627.22,1.5039,0.06598,1315772,0,0.38241,0.40242,0.40247,0.2807,0.0011533,0.12057,0.040083,0.061059,-2.4695e-4,0,0,0,0,-5.3732e-4,0.0028349,66.04,34.253,84.554,0.03245,NaN,9.164,910.16,336.85,0.05,0.094967
8.8817,2949.3,21.597,-10.696,21.604,10.696,69.595,0.0060442,69.595,0.004976,0.5622,0.039904,28.61,-80.6,9.7894,0.11732,-1.7755e-8,-0.0041821,-5.0199e-6,403.59,0,0.05826,0.0015281,727.06,627.22,1.5119,0.064401,1284152,0,0.36542,0.40371,0.40373,0.28203,0.0011456,0.12054,0.022419,0.034193,-4.3996e-4,0,0,0,0,-4.6001e-4,0.0027663,66.04,34.253,84.475,0.034444,NaN,9.1569,910.04,336.85,0.05,0.096366
8.9317,2952.8,21.063,-10.648,21.07,10.648,69.687,0.0062197,69.687,0.0051137,0.5585,0.11032,28.61,-80.6,9.7894,0.057374,-1.7736e-8,0.0041003,-5.4514e-5,403.59,0,0.05826,0.0015281,727.41,627.22,1.5171,0.062837,1252842,0,0.34897,0.40504,0.40504,0.28339,0.0011381,0.12051,0.010945,0.016234,-4.9637e-4,0,0,0,0,4.6448e-4,0.002698,66.04,34.253,84.401,0.036185,NaN,9.15,909.92,336.84,0.05,0.096777
8.9817,2956.2,20.532,-10.606,20.539,10.607,69.778,0.0063971,69.778,0.0052527,0.55207,0.12508,28.61,-80.6,9.7894,0.10605,-1.7759e-8,0.0043315,-3.5458e-5,403.59,0,0.05826,0.0015281,727.13,627.22,1.5128,0.061266,1221403,0,0.33283,0.40641,0.40643,0.28479,0.0011308,0.12049,0.020258,0.029876,-1.001e-4,0,0,0,0,5.4527e-4,0.0026299,66.04,34.253,84.325,0.037316,NaN,9.1432,909.8,336.84,0.05,0.097205
9.0317,2959.5,20.002,-10.566,20.01,10.567,69.868,0.0065765,69.868,0.0053931,0.54592,0.12903,28.61,-80.6,9.7894,0.13015,-1.774e-8,0.0045516,-2.9601e-5,403.59,0,0.05826,0.0015281,726.98,627.22,1.5107,0.059698,1.19e6,0,0.31709,0.40783,0.40786,0.28625,0.0011237,0.12046,0.024879,0.036976,-4.9442e-4,0,0,0,0,6.3416e-4,0.0025622,66.04,34.253,84.245,0.038002,NaN,9.1366,909.69,336.84,0.05,0.097554
9.0817,2962.7,19.475,-10.525,19.483,10.526,69.957,0.0067579,69.957,0.0055348,0.53873,0.16705,28.61,-80.6,9.7894,0.25365,-1.7738e-8,0.0048991,-1.5845e-5,403.59,0,0.05826,0.0015281,726.27,627.22,1.4999,0.058147,1159014,0,0.3019,0.40929,0.40937,0.28773,0.0011168,0.12044,0.048654,0.071758,2.4376e-4,0,0,0,0,7.744e-4,0.0024947,66.04,34.253,84.16,0.038272,NaN,9.1302,909.58,336.83,0.05,0.097863
9.1317,2965.9,18.95,-10.48,18.957,10.483,70.045,0.006941,70.045,0.0056776,0.52869,0.24631,28.61,-80.6,9.7894,0.51153,-1.7696e-8,0.0055667,-8.4489e-6,403.59,0,0.05826,0.0015281,724.8,627.22,1.4776,0.056618,1128433,0,0.28741,0.41077,0.4111,0.28925,0.0011102,0.12042,0.098824,0.14454,4.8096e-4,0,0,0,0,0.0010546,0.0024274,66.04,34.253,84.067,0.038192,NaN,9.124,909.47,336.83,0.05,0.098365
9.1817,2969,18.427,-10.44,18.434,10.444,70.131,0.0071256,70.131,0.0058215,0.5148,0.29081,28.61,-80.6,9.7894,0.6861,-1.7616e-8,0.006648,-6.6673e-6,403.59,0,0.05826,0.0015281,723.82,627.22,1.4627,0.055088,1097837,0,0.27325,0.41232,0.4129,0.29082,0.0011038,0.12039,0.13319,0.19302,-1.0496e-6,0,0,0,0,0.0015889,0.0023604,66.04,34.253,83.957,0.03789,NaN,9.1179,909.37,336.82,0.05,0.09946
